molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value,target
CHEMBL480718,=,=,nM,680.0,nM,680.0,aromatase
CHEMBL365735,=,=,nM,5700.0,uM,5.7,aromatase
CHEMBL362968,=,=,nM,600.0,uM,0.6,aromatase
CHEMBL196796,>,>,nM,36000.0,uM,36.0,aromatase
CHEMBL9298,=,=,nM,30.0,nM,30.0,aromatase
CHEMBL13784,=,=,nM,130.0,uM,0.13,aromatase
CHEMBL377770,=,=,nM,880.0,uM,0.88,aromatase
CHEMBL441367,=,=,nM,70.0,uM,0.07,aromatase
CHEMBL349822,=,=,nM,1200.0,uM,1.2,aromatase
CHEMBL212741,=,=,nM,24500.0,uM,24.5,aromatase
CHEMBL76904,=,=,nM,70600.0,uM,70.6,aromatase
CHEMBL441367,=,=,nM,70.0,nM,70.0,aromatase
CHEMBL586557,=,=,nM,24400.0,uM,24.4,aromatase
CHEMBL576579,=,=,nM,16500.0,uM,16.5,aromatase
CHEMBL157101,=,=,nM,800.0,uM,0.8,aromatase
CHEMBL574960,=,=,nM,9800.0,uM,9.8,aromatase
CHEMBL572637,=,=,nM,678.0,uM,0.678,aromatase
CHEMBL583989,=,=,nM,15500.0,uM,15.5,aromatase
CHEMBL582837,=,=,nM,126000.0,uM,126.0,aromatase
CHEMBL583310,=,=,nM,176000.0,uM,176.0,aromatase
CHEMBL488,=,=,nM,10000.0,uM,10.0,aromatase
CHEMBL132530,=,=,nM,92.0,uM,0.092,aromatase
CHEMBL583076,=,=,nM,274.0,uM,0.274,aromatase
CHEMBL604716,=,=,nM,0.3,nM,0.3,aromatase
CHEMBL599239,=,=,nM,0.35,nM,0.35,aromatase
CHEMBL596779,=,=,nM,0.5,nM,0.5,aromatase
CHEMBL592131,=,=,nM,0.5,nM,0.5,aromatase
CHEMBL1444,=,=,nM,0.89,nM,0.89,aromatase
CHEMBL1399,=,=,nM,1.5,nM,1.5,aromatase
CHEMBL598212,=,=,nM,1.9,nM,1.9,aromatase
CHEMBL598199,=,=,nM,2.0,nM,2.0,aromatase
CHEMBL599238,=,=,nM,2.4,nM,2.4,aromatase
CHEMBL597403,=,=,nM,17.5,nM,17.5,aromatase
CHEMBL598009,=,=,nM,70.0,nM,70.0,aromatase
CHEMBL598628,=,=,nM,80.0,nM,80.0,aromatase
CHEMBL599442,=,=,nM,146.0,nM,146.0,aromatase
CHEMBL592376,=,=,nM,176.0,nM,176.0,aromatase
CHEMBL598629,=,=,nM,275.0,nM,275.0,aromatase
CHEMBL598627,=,=,nM,280.0,nM,280.0,aromatase
CHEMBL609618,=,=,nM,284.0,nM,284.0,aromatase
CHEMBL286738,=,=,nM,300.0,nM,300.0,aromatase
CHEMBL598211,=,=,nM,571.0,nM,571.0,aromatase
CHEMBL592852,=,=,nM,0.2,nM,0.2,aromatase
CHEMBL597606,=,=,nM,0.2,nM,0.2,aromatase
CHEMBL597808,=,=,nM,0.15,nM,0.15,aromatase
CHEMBL599864,=,=,nM,0.22,nM,0.22,aromatase
CHEMBL589247,=,=,nM,14.4,nM,14.4,aromatase
CHEMBL609332,=,=,nM,74.0,nM,74.0,aromatase
CHEMBL599455,=,=,nM,29.3,nM,29.3,aromatase
CHEMBL599456,=,=,nM,19.0,nM,19.0,aromatase
CHEMBL609333,=,=,nM,52.0,nM,52.0,aromatase
CHEMBL601840,=,=,nM,112.0,nM,112.0,aromatase
CHEMBL598846,=,=,nM,24.0,nM,24.0,aromatase
CHEMBL598847,=,=,nM,210.0,nM,210.0,aromatase
CHEMBL608153,=,=,nM,4.6,nM,4.6,aromatase
CHEMBL607855,=,=,nM,920.0,nM,920.0,aromatase
CHEMBL598020,=,=,nM,380.0,nM,380.0,aromatase
CHEMBL589738,=,=,nM,1.7,nM,1.7,aromatase
CHEMBL598223,=,=,nM,0.8,nM,0.8,aromatase
CHEMBL598224,=,=,nM,0.5,nM,0.5,aromatase
CHEMBL605418,=,=,nM,6.0,nM,6.0,aromatase
CHEMBL597416,=,=,nM,0.1,nM,0.1,aromatase
CHEMBL589974,=,=,nM,0.22,nM,0.22,aromatase
CHEMBL1088570,>,>,nM,100000.0,uM,100.0,aromatase
CHEMBL224060,=,=,nM,1.38,nM,1.38,aromatase
CHEMBL516643,=,=,nM,2.3,nM,2.3,aromatase
CHEMBL29482,=,=,nM,3.0,nM,3.0,aromatase
CHEMBL9298,=,=,nM,5.0,nM,5.0,aromatase
CHEMBL1097041,=,=,nM,13.0,nM,13.0,aromatase
CHEMBL1399,=,=,nM,15.0,nM,15.0,aromatase
CHEMBL1097042,=,=,nM,20.0,nM,20.0,aromatase
CHEMBL1097043,=,=,nM,32.0,nM,32.0,aromatase
CHEMBL1095413,=,=,nM,40.0,nM,40.0,aromatase
CHEMBL294361,=,=,nM,61.0,nM,61.0,aromatase
CHEMBL1094426,=,=,nM,71.8,nM,71.8,aromatase
CHEMBL223874,=,=,nM,74.0,nM,74.0,aromatase
CHEMBL1094427,=,=,nM,85.0,nM,85.0,aromatase
CHEMBL1094428,=,=,nM,102.0,nM,102.0,aromatase
CHEMBL1098737,=,=,nM,110.0,nM,110.0,aromatase
CHEMBL1098424,=,=,nM,160.0,nM,160.0,aromatase
CHEMBL1098425,=,=,nM,160.0,nM,160.0,aromatase
CHEMBL300109,=,=,nM,160.0,nM,160.0,aromatase
CHEMBL1098426,=,=,nM,200.0,nM,200.0,aromatase
CHEMBL389433,=,=,nM,5.0,nM,5.0,aromatase
CHEMBL1444,=,=,nM,11.5,nM,11.5,aromatase
CHEMBL283196,=,=,nM,70.0,nM,70.0,aromatase
CHEMBL93828,=,=,nM,200.0,nM,200.0,aromatase
CHEMBL1096744,=,=,nM,210.0,nM,210.0,aromatase
CHEMBL214932,=,=,nM,310.0,nM,310.0,aromatase
CHEMBL91,=,=,nM,600.0,nM,600.0,aromatase
CHEMBL28,=,=,nM,900.0,nM,900.0,aromatase
CHEMBL1098382,=,=,nM,1.0,nM,1.0,aromatase
CHEMBL117,=,=,nM,1.0,nM,1.0,aromatase
CHEMBL104,=,=,nM,1.8,nM,1.8,aromatase
CHEMBL1097371,=,=,nM,2.0,nM,2.0,aromatase
CHEMBL294878,=,=,nM,2.0,nM,2.0,aromatase
CHEMBL9352,=,=,nM,2.9,nM,2.9,aromatase
CHEMBL1096024,=,=,nM,3.5,nM,3.5,aromatase
CHEMBL488,=,=,nM,5.2,nM,5.2,aromatase
CHEMBL1096439,=,=,nM,6.9,nM,6.9,aromatase
CHEMBL50,=,=,nM,12.0,nM,12.0,aromatase
CHEMBL275638,=,=,nM,8.0,nM,8.0,aromatase
CHEMBL300814,=,=,nM,8.7,nM,8.7,aromatase
CHEMBL1097980,=,=,nM,8.8,nM,8.8,aromatase
CHEMBL441260,=,=,nM,15.0,nM,15.0,aromatase
CHEMBL1097763,=,=,nM,17.2,nM,17.2,aromatase
CHEMBL1097764,=,=,nM,55.0,nM,55.0,aromatase
CHEMBL157101,=,=,nM,60.0,nM,60.0,aromatase
CHEMBL1099308,=,=,nM,7.0,nM,7.0,aromatase
CHEMBL131921,=,=,nM,10.2,nM,10.2,aromatase
CHEMBL1094331,=,=,nM,13.7,nM,13.7,aromatase
CHEMBL1094149,=,=,nM,17.2,nM,17.2,aromatase
CHEMBL276915,=,=,nM,30.5,nM,30.5,aromatase
CHEMBL369471,=,=,nM,6.0,nM,6.0,aromatase
CHEMBL1094154,=,=,nM,6.0,nM,6.0,aromatase
CHEMBL9165,=,=,nM,200.0,nM,200.0,aromatase
CHEMBL52,=,=,nM,11.0,nM,11.0,aromatase
CHEMBL1083353,=,=,nM,3.98,nM,3.98,aromatase
CHEMBL1085936,=,=,nM,5.59,nM,5.59,aromatase
CHEMBL1083653,=,=,nM,11.45,nM,11.45,aromatase
CHEMBL1083665,=,=,nM,16.5,nM,16.5,aromatase
CHEMBL1083971,=,=,nM,17.0,nM,17.0,aromatase
CHEMBL159073,=,=,nM,40.0,nM,40.0,aromatase
CHEMBL9298,=,=,nM,52.0,nM,52.0,aromatase
CHEMBL1083663,=,=,nM,53.0,nM,53.0,aromatase
CHEMBL1083970,=,=,nM,101.0,nM,101.0,aromatase
CHEMBL1083652,=,=,nM,150.0,nM,150.0,aromatase
CHEMBL1082760,=,=,nM,389.2,nM,389.2,aromatase
CHEMBL350922,=,=,nM,390.0,nM,390.0,aromatase
CHEMBL1083664,=,=,nM,1900.0,nM,1900.0,aromatase
CHEMBL1083354,=,=,nM,7900.0,nM,7900.0,aromatase
CHEMBL324290,=,=,nM,590.0,uM,0.59,aromatase
CHEMBL1170662,=,=,nM,760.0,uM,0.76,aromatase
CHEMBL1173641,=,=,nM,11140.0,uM,11.14,aromatase
CHEMBL1173699,=,=,nM,1820.0,uM,1.82,aromatase
CHEMBL1173700,=,=,nM,980.0,uM,0.98,aromatase
CHEMBL1172937,=,=,nM,14510.0,uM,14.51,aromatase
CHEMBL1173001,,,,,,,aromatase
CHEMBL1173002,,,,,,,aromatase
CHEMBL1173003,,,,,,,aromatase
CHEMBL314774,,,,,,,aromatase
CHEMBL1173065,=,=,nM,16420.0,uM,16.42,aromatase
CHEMBL1173066,,,,,,,aromatase
CHEMBL87477,=,=,nM,900.0,uM,0.9,aromatase
CHEMBL1173067,=,=,nM,3570.0,uM,3.57,aromatase
CHEMBL1170663,=,=,nM,2280.0,uM,2.28,aromatase
CHEMBL1173129,=,=,nM,21860.0,uM,21.86,aromatase
CHEMBL1173130,=,=,nM,8490.0,uM,8.49,aromatase
CHEMBL1173131,=,=,nM,8330.0,uM,8.33,aromatase
CHEMBL1173509,,,,,,,aromatase
CHEMBL1173573,=,=,nM,3080.0,uM,3.08,aromatase
CHEMBL1173574,,,,,,,aromatase
CHEMBL210300,,,,,,,aromatase
CHEMBL1172907,,,,,,,aromatase
CHEMBL1172908,,,,,,,aromatase
CHEMBL1172973,,,,,,,aromatase
CHEMBL179374,,,,,,,aromatase
CHEMBL1172974,,,,,,,aromatase
CHEMBL1173611,,,,,,,aromatase
CHEMBL1171818,=,=,nM,2760.0,uM,2.76,aromatase
CHEMBL1171680,=,=,nM,670.0,uM,0.67,aromatase
CHEMBL86928,=,=,nM,2790.0,uM,2.79,aromatase
CHEMBL1172396,=,=,nM,3210.0,uM,3.21,aromatase
CHEMBL1171628,=,=,nM,7470.0,uM,7.47,aromatase
CHEMBL1171091,=,=,nM,8510.0,uM,8.51,aromatase
CHEMBL231936,,,,,,,aromatase
CHEMBL83527,,,,,,,aromatase
CHEMBL1172400,=,=,nM,2940.0,uM,2.94,aromatase
CHEMBL1172401,,,,,,,aromatase
CHEMBL1172402,=,=,nM,5000.0,uM,5.0,aromatase
CHEMBL490673,,,,,,,aromatase
CHEMBL162549,=,=,nM,190.0,uM,0.19,aromatase
CHEMBL162431,=,=,nM,1840.0,uM,1.84,aromatase
CHEMBL1170678,=,=,nM,70.0,uM,0.07,aromatase
CHEMBL1170893,=,=,nM,36.0,uM,0.036,aromatase
CHEMBL1172882,=,=,nM,663.0,nM,663.0,aromatase
CHEMBL1173259,=,=,nM,12000.0,nM,12000.0,aromatase
CHEMBL1173260,=,=,nM,1670.0,nM,1670.0,aromatase
CHEMBL1173335,=,=,nM,5750.0,nM,5750.0,aromatase
CHEMBL1172779,=,=,nM,2440.0,nM,2440.0,aromatase
CHEMBL1172847,=,=,nM,9500.0,nM,9500.0,aromatase
CHEMBL1171987,=,=,nM,2830.0,nM,2830.0,aromatase
CHEMBL1173326,=,=,nM,5060.0,nM,5060.0,aromatase
CHEMBL1171991,=,=,nM,49500.0,nM,49500.0,aromatase
CHEMBL1172842,=,=,nM,48700.0,nM,48700.0,aromatase
CHEMBL157101,>,>,nM,50000.0,nM,50000.0,aromatase
CHEMBL254328,>,>,nM,50000.0,nM,50000.0,aromatase
CHEMBL1173327,=,=,nM,24560.0,nM,24560.0,aromatase
CHEMBL1215664,=,=,nM,3070.0,nM,3070.0,aromatase
CHEMBL1215665,=,=,nM,24500.0,nM,24500.0,aromatase
CHEMBL1171987,=,=,nM,2830.0,nM,2830.0,aromatase
CHEMBL1173327,>,>,nM,25000.0,nM,25000.0,aromatase
CHEMBL1172882,=,=,nM,663.0,nM,663.0,aromatase
CHEMBL1172779,=,=,nM,2440.0,nM,2440.0,aromatase
CHEMBL1173260,=,=,nM,2693.0,nM,2693.0,aromatase
CHEMBL1215730,,,,,,,aromatase
CHEMBL1215732,,,,,,,aromatase
CHEMBL1214660,,,,,,,aromatase
CHEMBL1214735,,,,,,,aromatase
CHEMBL1214736,,,,,,,aromatase
CHEMBL1214737,,,,,,,aromatase
CHEMBL1214739,,,,,,,aromatase
CHEMBL364080,=,=,nM,2040.0,uM,2.04,aromatase
CHEMBL363621,=,=,nM,3550.0,uM,3.55,aromatase
CHEMBL193606,=,=,nM,6580.0,uM,6.58,aromatase
CHEMBL365120,=,=,nM,3790.0,uM,3.79,aromatase
CHEMBL193997,=,=,nM,2540.0,uM,2.54,aromatase
CHEMBL383806,=,=,nM,2490.0,uM,2.49,aromatase
CHEMBL383807,=,=,nM,4260.0,uM,4.26,aromatase
CHEMBL193652,=,=,nM,4050.0,uM,4.05,aromatase
CHEMBL194440,=,=,nM,7830.0,uM,7.83,aromatase
CHEMBL176118,=,=,nM,7370.0,uM,7.37,aromatase
CHEMBL176609,=,=,nM,4310.0,uM,4.31,aromatase
CHEMBL176101,=,=,nM,5570.0,uM,5.57,aromatase
CHEMBL362441,=,=,nM,1130.0,uM,1.13,aromatase
CHEMBL176098,=,=,nM,4000.0,uM,4.0,aromatase
CHEMBL366669,=,=,nM,980.0,uM,0.98,aromatase
CHEMBL425323,=,=,nM,7080.0,uM,7.08,aromatase
CHEMBL176886,=,=,nM,7680.0,uM,7.68,aromatase
CHEMBL175550,=,=,nM,3930.0,uM,3.93,aromatase
CHEMBL366570,=,=,nM,4600.0,uM,4.6,aromatase
CHEMBL368305,=,=,nM,4720.0,uM,4.72,aromatase
CHEMBL176009,=,=,nM,12630.0,uM,12.63,aromatase
CHEMBL366490,=,=,nM,1810.0,uM,1.81,aromatase
CHEMBL176076,=,=,nM,180.0,uM,0.18,aromatase
CHEMBL176287,=,=,nM,130.0,uM,0.13,aromatase
CHEMBL369623,=,=,nM,230.0,uM,0.23,aromatase
CHEMBL175962,=,=,nM,6700.0,uM,6.7,aromatase
CHEMBL179149,=,=,nM,12730.0,uM,12.73,aromatase
CHEMBL360026,=,=,nM,650.0,uM,0.65,aromatase
CHEMBL424960,=,=,nM,1550.0,uM,1.55,aromatase
CHEMBL179144,=,=,nM,800.0,uM,0.8,aromatase
CHEMBL175554,=,=,nM,5430.0,uM,5.43,aromatase
CHEMBL175799,=,=,nM,1990.0,uM,1.99,aromatase
CHEMBL366773,=,=,nM,3400.0,uM,3.4,aromatase
CHEMBL179222,=,=,nM,3960.0,uM,3.96,aromatase
CHEMBL175609,=,=,nM,3720.0,uM,3.72,aromatase
CHEMBL175979,=,=,nM,800.0,uM,0.8,aromatase
CHEMBL193496,=,=,nM,1010.0,uM,1.01,aromatase
CHEMBL365314,=,=,nM,280.0,uM,0.28,aromatase
CHEMBL370281,=,=,nM,770.0,uM,0.77,aromatase
CHEMBL193858,=,=,nM,90.0,uM,0.09,aromatase
CHEMBL371742,=,=,nM,1280.0,uM,1.28,aromatase
CHEMBL192077,=,=,nM,1710.0,uM,1.71,aromatase
CHEMBL192155,=,=,nM,4330.0,uM,4.33,aromatase
CHEMBL195354,=,=,nM,4830.0,uM,4.83,aromatase
CHEMBL195248,=,=,nM,7450.0,uM,7.45,aromatase
CHEMBL370530,=,=,nM,720.0,uM,0.72,aromatase
CHEMBL363849,=,=,nM,1940.0,uM,1.94,aromatase
CHEMBL194928,=,=,nM,4810.0,uM,4.81,aromatase
CHEMBL383145,=,=,nM,2740.0,uM,2.74,aromatase
CHEMBL370317,=,=,nM,3680.0,uM,3.68,aromatase
CHEMBL373074,=,=,nM,2800.0,uM,2.8,aromatase
CHEMBL193555,=,=,nM,4060.0,uM,4.06,aromatase
CHEMBL364080,=,=,nM,2041737.94,,2.69,aromatase
CHEMBL363621,=,=,nM,3548133.89,,2.45,aromatase
CHEMBL193606,=,=,nM,6576578.37,,2.182,aromatase
CHEMBL365120,=,=,nM,3793149.85,,2.421,aromatase
CHEMBL193997,=,=,nM,2540972.71,,2.595,aromatase
CHEMBL383806,=,=,nM,2488857.32,,2.604,aromatase
CHEMBL383807,=,=,nM,4255984.13,,2.371,aromatase
CHEMBL193652,=,=,nM,4045758.92,,2.393,aromatase
CHEMBL194440,=,=,nM,7834296.43,,2.106,aromatase
CHEMBL176118,=,=,nM,7362070.97,,2.133,aromatase
CHEMBL176609,=,=,nM,4305266.1,,2.366,aromatase
CHEMBL176101,=,=,nM,5571857.49,,2.254,aromatase
CHEMBL362441,=,=,nM,1129795.91,,2.947,aromatase
CHEMBL176098,=,=,nM,3999447.5,,2.398,aromatase
CHEMBL366669,=,=,nM,979489.99,,3.009,aromatase
CHEMBL425323,=,=,nM,7079457.84,,2.15,aromatase
CHEMBL176886,=,=,nM,7673614.89,,2.115,aromatase
CHEMBL175550,=,=,nM,3926449.35,,2.406,aromatase
CHEMBL366570,=,=,nM,4602565.74,,2.337,aromatase
CHEMBL368305,=,=,nM,4720630.41,,2.326,aromatase
CHEMBL176009,=,=,nM,12618275.35,,1.899,aromatase
CHEMBL366490,=,=,nM,1811340.09,,2.742,aromatase
CHEMBL176076,=,=,nM,179887.09,,3.745,aromatase
CHEMBL176287,=,=,nM,130016.96,,3.886,aromatase
CHEMBL369623,=,=,nM,230144.18,,3.638,aromatase
CHEMBL175962,=,=,nM,6698846.09,,2.174,aromatase
CHEMBL179149,=,=,nM,12735030.81,,1.895,aromatase
CHEMBL360026,=,=,nM,650129.69,,3.187,aromatase
CHEMBL424960,=,=,nM,1548816.62,,2.81,aromatase
CHEMBL179144,=,=,nM,799834.26,,3.097,aromatase
CHEMBL175554,=,=,nM,5432503.31,,2.265,aromatase
CHEMBL175799,=,=,nM,1990673.34,,2.701,aromatase
CHEMBL366773,=,=,nM,3396252.73,,2.469,aromatase
CHEMBL179222,=,=,nM,3962780.34,,2.402,aromatase
CHEMBL175609,=,=,nM,3723917.06,,2.429,aromatase
CHEMBL175979,=,=,nM,799834.26,,3.097,aromatase
CHEMBL193496,=,=,nM,1009252.89,,2.996,aromatase
CHEMBL365314,=,=,nM,279898.13,,3.553,aromatase
CHEMBL370281,=,=,nM,769130.44,,3.114,aromatase
CHEMBL193858,=,=,nM,89949.76,,4.046,aromatase
CHEMBL371742,=,=,nM,1279381.3,,2.893,aromatase
CHEMBL192077,=,=,nM,1710015.32,,2.767,aromatase
CHEMBL192155,=,=,nM,4325138.31,,2.364,aromatase
CHEMBL195354,=,=,nM,4830588.02,,2.316,aromatase
CHEMBL195248,=,=,nM,7447319.74,,2.128,aromatase
CHEMBL370530,=,=,nM,719448.98,,3.143,aromatase
CHEMBL363849,=,=,nM,1940885.88,,2.712,aromatase
CHEMBL194928,=,=,nM,4808393.48,,2.318,aromatase
CHEMBL383145,=,=,nM,2741574.17,,2.562,aromatase
CHEMBL370317,=,=,nM,3681289.74,,2.434,aromatase
CHEMBL373074,=,=,nM,2798981.32,,2.553,aromatase
CHEMBL193555,=,=,nM,4064433.29,,2.391,aromatase
CHEMBL1629800,=,=,nM,225.0,uM,0.225,aromatase
CHEMBL1629801,=,=,nM,30000.0,uM,30.0,aromatase
CHEMBL1629802,=,=,nM,145.0,uM,0.145,aromatase
CHEMBL1629803,=,=,nM,6500.0,uM,6.5,aromatase
CHEMBL132530,=,=,nM,42.0,uM,0.042,aromatase
CHEMBL1629804,=,=,nM,60.0,uM,0.06,aromatase
CHEMBL1629805,=,=,nM,49.0,uM,0.049,aromatase
CHEMBL1629806,=,=,nM,190.0,uM,0.19,aromatase
CHEMBL1630261,=,=,nM,50.0,uM,0.05,aromatase
CHEMBL1630260,=,=,nM,1500.0,uM,1.5,aromatase
CHEMBL1630262,=,=,nM,1800.0,uM,1.8,aromatase
CHEMBL1630263,=,=,nM,640.0,uM,0.64,aromatase
CHEMBL1630264,=,=,nM,660.0,uM,0.66,aromatase
CHEMBL1630265,=,=,nM,3600.0,uM,3.6,aromatase
CHEMBL1630266,=,=,nM,1000.0,uM,1.0,aromatase
CHEMBL1630267,=,=,nM,940.0,uM,0.94,aromatase
CHEMBL1630268,=,=,nM,280.0,uM,0.28,aromatase
CHEMBL1630269,=,=,nM,700.0,uM,0.7,aromatase
CHEMBL1630270,=,=,nM,1000.0,uM,1.0,aromatase
CHEMBL1630271,=,=,nM,11000.0,uM,11.0,aromatase
CHEMBL1630272,=,=,nM,860.0,uM,0.86,aromatase
CHEMBL1630273,=,=,nM,6800.0,uM,6.8,aromatase
CHEMBL1630274,=,=,nM,31.0,uM,0.031,aromatase
CHEMBL1630275,=,=,nM,150000.0,uM,150.0,aromatase
CHEMBL1630276,=,=,nM,1800.0,uM,1.8,aromatase
CHEMBL1630277,=,=,nM,4500.0,uM,4.5,aromatase
CHEMBL1630278,=,=,nM,5500.0,uM,5.5,aromatase
CHEMBL1630279,=,=,nM,2400.0,uM,2.4,aromatase
CHEMBL1630280,=,=,nM,670.0,uM,0.67,aromatase
CHEMBL1630909,=,=,nM,1850.0,uM,1.85,aromatase
CHEMBL1630910,=,=,nM,660.0,uM,0.66,aromatase
CHEMBL1630911,=,=,nM,6900.0,uM,6.9,aromatase
CHEMBL9298,=,=,nM,30.0,nM,30.0,aromatase
CHEMBL488513,>,>,nM,16200.0,uM,16.2,aromatase
CHEMBL1668326,>,>,nM,16900.0,uM,16.9,aromatase
CHEMBL1668327,>,>,nM,16100.0,uM,16.1,aromatase
CHEMBL1668328,>,>,nM,16800.0,uM,16.8,aromatase
CHEMBL488848,>,>,nM,15300.0,uM,15.3,aromatase
CHEMBL1668329,>,>,nM,16200.0,uM,16.2,aromatase
CHEMBL157101,=,=,nM,2400.0,uM,2.4,aromatase
CHEMBL108425,=,=,nM,0.5,nM,0.5,aromatase
CHEMBL430879,=,=,nM,100.0,nM,100.0,aromatase
CHEMBL108483,=,=,nM,0.82,nM,0.82,aromatase
CHEMBL598199,=,=,nM,2.0,nM,2.0,aromatase
CHEMBL592131,=,=,nM,0.5,nM,0.5,aromatase
CHEMBL1672974,=,=,nM,0.1,nM,0.1,aromatase
CHEMBL1672975,=,=,nM,0.05,nM,0.05,aromatase
CHEMBL1672976,=,=,nM,0.21,nM,0.21,aromatase
CHEMBL1672977,=,=,nM,0.15,nM,0.15,aromatase
CHEMBL1672978,=,=,nM,0.015,nM,0.015,aromatase
CHEMBL1672979,=,=,nM,0.018,nM,0.018,aromatase
CHEMBL1672980,=,=,nM,0.015,nM,0.015,aromatase
CHEMBL1672981,=,=,nM,0.47,nM,0.47,aromatase
CHEMBL1672982,=,=,nM,0.75,nM,0.75,aromatase
CHEMBL225499,=,=,nM,150.0,uM,0.15,aromatase
CHEMBL1688893,=,=,nM,114.0,uM,0.114,aromatase
CHEMBL1688891,=,=,nM,113.0,uM,0.113,aromatase
CHEMBL1688890,=,=,nM,130.0,uM,0.13,aromatase
CHEMBL1688892,=,=,nM,235.0,uM,0.235,aromatase
CHEMBL1688894,=,=,nM,207.0,uM,0.207,aromatase
CHEMBL1688895,=,=,nM,141.0,uM,0.141,aromatase
CHEMBL1688896,=,=,nM,267.0,uM,0.267,aromatase
CHEMBL1688897,=,=,nM,178.0,uM,0.178,aromatase
CHEMBL1688898,=,=,nM,127.0,uM,0.127,aromatase
CHEMBL1688899,=,=,nM,481.0,uM,0.481,aromatase
CHEMBL1688900,=,=,nM,169.0,uM,0.169,aromatase
CHEMBL1688901,=,=,nM,165.0,uM,0.165,aromatase
CHEMBL437731,=,=,nM,51.0,uM,0.051,aromatase
CHEMBL1688902,=,=,nM,72.0,uM,0.072,aromatase
CHEMBL1688903,=,=,nM,72.0,uM,0.072,aromatase
CHEMBL1688904,=,=,nM,292.0,uM,0.292,aromatase
CHEMBL1688905,=,=,nM,690.0,uM,0.69,aromatase
CHEMBL1688906,=,=,nM,112.0,uM,0.112,aromatase
CHEMBL1688907,=,=,nM,164.0,uM,0.164,aromatase
CHEMBL1688908,=,=,nM,296.0,uM,0.296,aromatase
CHEMBL1688909,=,=,nM,81.0,uM,0.081,aromatase
CHEMBL1688910,=,=,nM,70.0,uM,0.07,aromatase
CHEMBL1688911,=,=,nM,47.0,uM,0.047,aromatase
CHEMBL1688912,=,=,nM,105.0,uM,0.105,aromatase
CHEMBL1688913,=,=,nM,3750.0,uM,3.75,aromatase
CHEMBL225472,=,=,nM,280.0,uM,0.28,aromatase
CHEMBL1688914,=,=,nM,455.0,uM,0.455,aromatase
CHEMBL1688915,=,=,nM,67.0,uM,0.067,aromatase
CHEMBL1688916,=,=,nM,317.0,uM,0.317,aromatase
CHEMBL1688917,=,=,nM,532.0,uM,0.532,aromatase
CHEMBL1688918,=,=,nM,4010.0,uM,4.01,aromatase
CHEMBL387892,=,=,nM,2820.0,uM,2.82,aromatase
CHEMBL1688919,=,=,nM,313.0,uM,0.313,aromatase
CHEMBL9298,=,=,nM,52.0,uM,0.052,aromatase
CHEMBL1689257,=,=,nM,30700.0,uM,30.7,aromatase
CHEMBL1689258,=,=,nM,32300.0,uM,32.3,aromatase
CHEMBL1689259,=,=,nM,26800.0,uM,26.8,aromatase
CHEMBL518414,=,=,nM,35300.0,uM,35.3,aromatase
CHEMBL9298,=,=,nM,30.0,nM,30.0,aromatase
CHEMBL1444,=,=,nM,18.0,uM,0.018,aromatase
CHEMBL488,=,=,nM,5800.0,uM,5.8,aromatase
CHEMBL404225,=,=,nM,4300.0,uM,4.3,aromatase
CHEMBL255108,=,=,nM,1540.0,uM,1.54,aromatase
CHEMBL256665,=,=,nM,630.0,uM,0.63,aromatase
CHEMBL1783176,=,=,nM,36.0,uM,0.036,aromatase
CHEMBL1783178,=,=,nM,534.0,uM,0.534,aromatase
CHEMBL1783178,=,=,nM,34.0,uM,0.034,aromatase
CHEMBL1783178,=,=,nM,78.0,uM,0.078,aromatase
CHEMBL1783177,=,=,nM,32.0,uM,0.032,aromatase
CHEMBL95109,=,=,nM,91.0,uM,0.091,aromatase
CHEMBL95109,=,=,nM,60.0,uM,0.06,aromatase
CHEMBL95109,=,=,nM,600.0,uM,0.6,aromatase
CHEMBL1444,=,=,nM,4.2,nM,4.2,aromatase
CHEMBL1784788,=,=,nM,441.0,nM,441.0,aromatase
CHEMBL1485809,=,=,nM,16.5,nM,16.5,aromatase
CHEMBL1784789,=,=,nM,119.0,nM,119.0,aromatase
CHEMBL1784790,=,=,nM,21700.0,nM,21700.0,aromatase
CHEMBL1784791,=,=,nM,59.2,nM,59.2,aromatase
CHEMBL1784792,=,=,nM,5790.0,nM,5790.0,aromatase
CHEMBL1784793,=,=,nM,991.0,nM,991.0,aromatase
CHEMBL1784794,=,=,nM,10600.0,nM,10600.0,aromatase
CHEMBL1784795,>,>,nM,25000.0,nM,25000.0,aromatase
CHEMBL1784796,=,=,nM,3500.0,nM,3500.0,aromatase
CHEMBL1784797,=,=,nM,3100.0,nM,3100.0,aromatase
CHEMBL1784798,=,=,nM,248.0,nM,248.0,aromatase
CHEMBL1784800,=,=,nM,3100.0,nM,3100.0,aromatase
CHEMBL1784801,=,=,nM,9.4,nM,9.4,aromatase
CHEMBL1784803,=,=,nM,498.0,nM,498.0,aromatase
CHEMBL1784804,=,=,nM,78.8,nM,78.8,aromatase
CHEMBL1784805,=,=,nM,66.5,nM,66.5,aromatase
CHEMBL1521315,=,=,nM,1000.0,nM,1000.0,aromatase
CHEMBL1389987,=,=,nM,10600.0,nM,10600.0,aromatase
CHEMBL1784806,=,=,nM,761.0,nM,761.0,aromatase
CHEMBL1303900,=,=,nM,172.0,nM,172.0,aromatase
