molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value,target
CHEMBL1801437,=,=,nM,11000.0,uM,11.0,PTP1B
CHEMBL1801438,=,=,nM,14000.0,uM,14.0,PTP1B
CHEMBL1801411,=,=,nM,1400.0,uM,1.4,PTP1B
CHEMBL1801439,=,=,nM,2000.0,uM,2.0,PTP1B
CHEMBL1801440,=,=,nM,1300.0,uM,1.3,PTP1B
CHEMBL1800272,=,=,nM,120000.0,uM,120.0,PTP1B
CHEMBL579363,=,=,nM,38000.0,uM,38.0,PTP1B
CHEMBL1800273,=,=,nM,118000.0,uM,118.0,PTP1B
CHEMBL1811965,=,=,nM,15200.0,uM,15.2,PTP1B
CHEMBL229670,=,=,nM,19200.0,uM,19.2,PTP1B
CHEMBL454077,=,=,nM,72900.0,uM,72.9,PTP1B
CHEMBL229789,=,=,nM,16500.0,uM,16.5,PTP1B
CHEMBL255890,=,=,nM,22600.0,uM,22.6,PTP1B
CHEMBL1811966,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL558103,=,=,nM,29200.0,uM,29.2,PTP1B
CHEMBL1811967,=,=,nM,17200.0,uM,17.2,PTP1B
CHEMBL1811968,=,=,nM,35800.0,uM,35.8,PTP1B
CHEMBL252642,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1811969,=,=,nM,98100.0,uM,98.1,PTP1B
CHEMBL1811970,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1811971,=,=,nM,14900.0,uM,14.9,PTP1B
CHEMBL169,=,=,nM,3600.0,uM,3.6,PTP1B
CHEMBL65369,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1461,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL95308,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1822602,=,=,nM,64600.0,uM,64.6,PTP1B
CHEMBL1822603,=,=,nM,60100.0,uM,60.1,PTP1B
CHEMBL1822604,=,=,nM,38700.0,uM,38.7,PTP1B
CHEMBL1822605,=,=,nM,28900.0,uM,28.9,PTP1B
CHEMBL1822606,=,=,nM,8700.0,uM,8.7,PTP1B
CHEMBL1822607,=,=,nM,6700.0,uM,6.7,PTP1B
CHEMBL1822608,=,=,nM,19700.0,uM,19.7,PTP1B
CHEMBL1822609,=,=,nM,19300.0,uM,19.3,PTP1B
CHEMBL1822610,=,=,nM,16600.0,uM,16.6,PTP1B
CHEMBL1823756,=,=,nM,10800.0,uM,10.8,PTP1B
CHEMBL1823754,=,=,nM,24730.0,uM,24.73,PTP1B
CHEMBL1823753,=,=,nM,11070.0,uM,11.07,PTP1B
CHEMBL1823751,=,=,nM,21690.0,uM,21.69,PTP1B
CHEMBL1823750,=,=,nM,14280.0,uM,14.28,PTP1B
CHEMBL1823749,=,=,nM,6550.0,uM,6.55,PTP1B
CHEMBL1823748,>,>,nM,300000.0,uM,300.0,PTP1B
CHEMBL1823752,>,>,nM,300000.0,uM,300.0,PTP1B
CHEMBL1823755,=,=,nM,7910.0,uM,7.91,PTP1B
CHEMBL1823757,=,=,nM,11390.0,uM,11.39,PTP1B
CHEMBL1823758,=,=,nM,8880.0,uM,8.88,PTP1B
CHEMBL1823759,=,=,nM,2490.0,uM,2.49,PTP1B
CHEMBL1823760,=,=,nM,2790.0,uM,2.79,PTP1B
CHEMBL1823761,=,=,nM,3380.0,uM,3.38,PTP1B
CHEMBL1823762,=,=,nM,1250.0,uM,1.25,PTP1B
CHEMBL1823763,=,=,nM,4000.0,uM,4.0,PTP1B
CHEMBL1823956,=,=,nM,2590.0,uM,2.59,PTP1B
CHEMBL1823957,=,=,nM,1770.0,uM,1.77,PTP1B
CHEMBL1823958,=,=,nM,1570.0,uM,1.57,PTP1B
CHEMBL1823959,=,=,nM,4220.0,uM,4.22,PTP1B
CHEMBL1823960,=,=,nM,4710.0,uM,4.71,PTP1B
CHEMBL1823961,=,=,nM,8150.0,uM,8.15,PTP1B
CHEMBL1823962,=,=,nM,5900.0,uM,5.9,PTP1B
CHEMBL1823963,=,=,nM,4450.0,uM,4.45,PTP1B
CHEMBL1823964,=,=,nM,6480.0,uM,6.48,PTP1B
CHEMBL169,=,=,nM,3400.0,uM,3.4,PTP1B
CHEMBL1403981,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910876,>,>,nM,120000.0,uM,120.0,PTP1B
CHEMBL1910877,>,>,nM,120000.0,uM,120.0,PTP1B
CHEMBL1910878,>,>,nM,120000.0,uM,120.0,PTP1B
CHEMBL1910879,>,>,nM,120000.0,uM,120.0,PTP1B
CHEMBL1910880,>,>,nM,120000.0,uM,120.0,PTP1B
CHEMBL1910881,>,>,nM,120000.0,uM,120.0,PTP1B
CHEMBL1910882,>,>,nM,120000.0,uM,120.0,PTP1B
CHEMBL1910883,=,=,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910884,>,>,nM,120000.0,uM,120.0,PTP1B
CHEMBL1910885,>,>,nM,120000.0,uM,120.0,PTP1B
CHEMBL1910886,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910887,=,=,nM,48000.0,uM,48.0,PTP1B
CHEMBL1910888,=,=,nM,25000.0,uM,25.0,PTP1B
CHEMBL1910889,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910962,=,=,nM,73000.0,uM,73.0,PTP1B
CHEMBL1910963,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910964,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910965,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910966,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910967,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910968,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1910969,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1923781,=,=,nM,8630.0,uM,8.63,PTP1B
CHEMBL1923782,=,=,nM,2810.0,uM,2.81,PTP1B
CHEMBL1923783,=,=,nM,4260.0,uM,4.26,PTP1B
CHEMBL168,=,=,nM,3840.0,uM,3.84,PTP1B
CHEMBL121,>,>,nM,30000.0,uM,30.0,PTP1B
CHEMBL184041,=,=,nM,410.0,uM,0.41,PTP1B
CHEMBL1935620,=,=,nM,1050.0,uM,1.05,PTP1B
CHEMBL1933093,=,=,nM,570.0,uM,0.57,PTP1B
CHEMBL1935619,=,=,nM,3350.0,uM,3.35,PTP1B
CHEMBL1935618,=,=,nM,2550.0,uM,2.55,PTP1B
CHEMBL1935617,=,=,nM,3800.0,uM,3.8,PTP1B
CHEMBL1935616,=,=,nM,6200.0,uM,6.2,PTP1B
CHEMBL1935615,=,=,nM,3200.0,uM,3.2,PTP1B
CHEMBL1935614,=,=,nM,1050.0,uM,1.05,PTP1B
CHEMBL1935613,=,=,nM,1690.0,uM,1.69,PTP1B
CHEMBL1935612,=,=,nM,1430.0,uM,1.43,PTP1B
CHEMBL1935611,=,=,nM,940.0,uM,0.94,PTP1B
CHEMBL1935610,=,=,nM,1180.0,uM,1.18,PTP1B
CHEMBL1935609,=,=,nM,2030.0,uM,2.03,PTP1B
CHEMBL1935608,=,=,nM,950.0,uM,0.95,PTP1B
CHEMBL1935607,=,=,nM,1150.0,uM,1.15,PTP1B
CHEMBL1935501,=,=,nM,1020.0,uM,1.02,PTP1B
CHEMBL1935500,=,=,nM,1410.0,uM,1.41,PTP1B
CHEMBL1935499,=,=,nM,1180.0,uM,1.18,PTP1B
CHEMBL1935498,=,=,nM,1300.0,uM,1.3,PTP1B
CHEMBL1935497,=,=,nM,1950.0,uM,1.95,PTP1B
CHEMBL1935496,=,=,nM,1200.0,uM,1.2,PTP1B
CHEMBL1935495,=,=,nM,2000.0,uM,2.0,PTP1B
CHEMBL1935494,=,=,nM,2250.0,uM,2.25,PTP1B
CHEMBL1935493,=,=,nM,2200.0,uM,2.2,PTP1B
CHEMBL1935492,=,=,nM,4400.0,uM,4.4,PTP1B
CHEMBL1935491,=,=,nM,5600.0,uM,5.6,PTP1B
CHEMBL1938814,=,=,nM,5.0,uM,0.005,PTP1B
CHEMBL371929,=,=,nM,50.0,nM,50.0,PTP1B
CHEMBL1938815,=,=,nM,288.0,nM,288.0,PTP1B
CHEMBL1938816,=,=,nM,35.0,nM,35.0,PTP1B
CHEMBL1938817,=,=,nM,141.0,nM,141.0,PTP1B
CHEMBL1938818,=,=,nM,47.0,nM,47.0,PTP1B
CHEMBL1938819,=,=,nM,31.0,nM,31.0,PTP1B
CHEMBL1938820,=,=,nM,500.0,nM,500.0,PTP1B
CHEMBL1938821,=,=,nM,470.0,nM,470.0,PTP1B
CHEMBL1938822,=,=,nM,480.0,nM,480.0,PTP1B
CHEMBL1938823,=,=,nM,460.0,nM,460.0,PTP1B
CHEMBL1938824,=,=,nM,17.0,nM,17.0,PTP1B
CHEMBL1938825,=,=,nM,18.0,nM,18.0,PTP1B
CHEMBL1938826,=,=,nM,39.0,nM,39.0,PTP1B
CHEMBL1938827,=,=,nM,41.0,nM,41.0,PTP1B
CHEMBL1938828,=,=,nM,9.0,nM,9.0,PTP1B
CHEMBL1938829,=,=,nM,11.0,nM,11.0,PTP1B
CHEMBL1938830,=,=,nM,35.0,nM,35.0,PTP1B
CHEMBL1938831,=,=,nM,38.0,nM,38.0,PTP1B
CHEMBL1946243,=,=,nM,373000.0,uM,373.0,PTP1B
CHEMBL1946244,=,=,nM,91700.0,uM,91.7,PTP1B
CHEMBL1946245,=,=,nM,217000.0,uM,217.0,PTP1B
CHEMBL1946246,=,=,nM,137000.0,uM,137.0,PTP1B
CHEMBL1946247,=,=,nM,6640.0,uM,6.64,PTP1B
CHEMBL1946248,=,=,nM,135000.0,uM,135.0,PTP1B
CHEMBL1946249,=,=,nM,334000.0,uM,334.0,PTP1B
CHEMBL1946250,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL1946251,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL1946252,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL1946383,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL1946384,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL1946385,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL1946386,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL1946387,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL1946388,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL1946389,>,>,nM,10000000.0,mM,10.0,PTP1B
CHEMBL455453,=,=,nM,23000.0,uM,23.0,PTP1B
CHEMBL519069,=,=,nM,29000.0,uM,29.0,PTP1B
CHEMBL1946281,=,=,nM,100000.0,uM,100.0,PTP1B
CHEMBL455469,=,=,nM,107000.0,uM,107.0,PTP1B
CHEMBL1946998,=,=,nM,3090000.0,uM,3090.0,PTP1B
CHEMBL1945186,=,=,nM,263000.0,uM,263.0,PTP1B
CHEMBL2011707,=,=,nM,9000.0,uM,9.0,PTP1B
CHEMBL2011706,=,=,nM,3000.0,uM,3.0,PTP1B
CHEMBL2011705,=,=,nM,5100.0,uM,5.1,PTP1B
CHEMBL2011704,=,=,nM,2500.0,uM,2.5,PTP1B
CHEMBL2011703,=,=,nM,10900.0,uM,10.9,PTP1B
CHEMBL2011702,=,=,nM,2400.0,uM,2.4,PTP1B
CHEMBL2011701,=,=,nM,1400.0,uM,1.4,PTP1B
CHEMBL2011700,=,=,nM,5600.0,uM,5.6,PTP1B
CHEMBL2011698,=,=,nM,10400.0,uM,10.4,PTP1B
CHEMBL2011699,=,=,nM,2200.0,uM,2.2,PTP1B
CHEMBL8758,=,=,nM,120.0,nM,120.0,PTP1B
CHEMBL1321695,,,,,,,PTP1B
CHEMBL2016653,,,,,,,PTP1B
CHEMBL2016654,,,,,,,PTP1B
CHEMBL2016655,,,,,,,PTP1B
CHEMBL2016656,,,,,,,PTP1B
CHEMBL1290156,=,=,nM,3260.0,umol/L,3.26,PTP1B
CHEMBL2016657,=,=,nM,2020.0,umol/L,2.02,PTP1B
CHEMBL1269420,,,,,,,PTP1B
CHEMBL2016658,,,,,,,PTP1B
CHEMBL2016659,,,,,,,PTP1B
CHEMBL2016660,,,,,,,PTP1B
CHEMBL2016661,,,,,,,PTP1B
CHEMBL2016662,=,=,nM,2450.0,umol/L,2.45,PTP1B
CHEMBL2016663,,,,,,,PTP1B
CHEMBL2016664,,,,,,,PTP1B
CHEMBL2016665,,,,,,,PTP1B
CHEMBL2016666,,,,,,,PTP1B
CHEMBL2016667,,,,,,,PTP1B
CHEMBL2016668,,,,,,,PTP1B
CHEMBL2016669,,,,,,,PTP1B
CHEMBL2016670,,,,,,,PTP1B
CHEMBL253691,,,,,,,PTP1B
CHEMBL501547,,,,,,,PTP1B
CHEMBL481708,,,,,,,PTP1B
CHEMBL2016671,,,,,,,PTP1B
CHEMBL253690,=,=,nM,2420.0,umol/L,2.42,PTP1B
CHEMBL481709,,,,,,,PTP1B
CHEMBL374829,=,=,nM,680.0,umol/L,0.68,PTP1B
CHEMBL2002784,=,=,nM,11000.0,uM,11.0,PTP1B
CHEMBL2035961,=,=,nM,10100.0,uM,10.1,PTP1B
CHEMBL2035962,=,=,nM,8700.0,uM,8.7,PTP1B
CHEMBL2000194,=,=,nM,7930.0,uM,7.93,PTP1B
CHEMBL2057662,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2063149,=,=,nM,6800.0,uM,6.8,PTP1B
CHEMBL2063150,=,=,nM,6800.0,uM,6.8,PTP1B
CHEMBL2063151,=,=,nM,6800.0,uM,6.8,PTP1B
CHEMBL2063152,=,=,nM,6800.0,uM,6.8,PTP1B
CHEMBL2063153,=,=,nM,6800.0,uM,6.8,PTP1B
CHEMBL168,=,=,nM,5600.0,uM,5.6,PTP1B
CHEMBL2062590,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062591,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062592,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062593,=,=,nM,83700.0,uM,83.7,PTP1B
CHEMBL2062594,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062595,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062596,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062597,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062598,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062599,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062707,=,=,nM,68100.0,uM,68.1,PTP1B
CHEMBL2062708,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062709,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062528,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062710,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062711,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062712,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062713,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2062714,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2086414,=,=,nM,6300.0,uM,6.3,PTP1B
CHEMBL169,=,=,nM,3100.0,uM,3.1,PTP1B
CHEMBL391533,=,=,nM,7000.0,uM,7.0,PTP1B
CHEMBL1271052,=,=,nM,20100.0,uM,20.1,PTP1B
CHEMBL2088611,=,=,nM,17400.0,uM,17.4,PTP1B
CHEMBL523622,=,=,nM,7400.0,uM,7.4,PTP1B
CHEMBL426373,=,=,nM,4000.0,uM,4.0,PTP1B
CHEMBL2088612,=,=,nM,18000.0,uM,18.0,PTP1B
CHEMBL179166,=,=,nM,46.0,uM,0.046,PTP1B
CHEMBL2087695,=,=,nM,1300.0,uM,1.3,PTP1B
CHEMBL2087698,=,=,nM,1300.0,uM,1.3,PTP1B
CHEMBL2087696,=,=,nM,1400.0,uM,1.4,PTP1B
CHEMBL2087691,=,=,nM,1500.0,uM,1.5,PTP1B
CHEMBL2087689,=,=,nM,1900.0,uM,1.9,PTP1B
CHEMBL2087693,=,=,nM,2000.0,uM,2.0,PTP1B
CHEMBL2087692,=,=,nM,2400.0,uM,2.4,PTP1B
CHEMBL2087697,=,=,nM,2500.0,uM,2.5,PTP1B
CHEMBL2087683,=,=,nM,2600.0,uM,2.6,PTP1B
CHEMBL2087684,=,=,nM,3300.0,uM,3.3,PTP1B
CHEMBL2087685,=,=,nM,5100.0,uM,5.1,PTP1B
CHEMBL2087687,=,=,nM,5800.0,uM,5.8,PTP1B
CHEMBL2087690,=,=,nM,8600.0,uM,8.6,PTP1B
CHEMBL2087688,=,=,nM,9600.0,uM,9.6,PTP1B
CHEMBL2087686,=,=,nM,9700.0,uM,9.7,PTP1B
CHEMBL2087694,=,=,nM,10400.0,uM,10.4,PTP1B
CHEMBL2087682,=,=,nM,15100.0,uM,15.1,PTP1B
CHEMBL2087681,=,=,nM,22000.0,uM,22.0,PTP1B
CHEMBL2087380,=,=,nM,24500.0,uM,24.5,PTP1B
CHEMBL2087680,=,=,nM,24800.0,uM,24.8,PTP1B
CHEMBL2087674,=,=,nM,38400.0,uM,38.4,PTP1B
CHEMBL2087678,=,=,nM,44400.0,uM,44.4,PTP1B
CHEMBL2087676,=,=,nM,84600.0,uM,84.6,PTP1B
CHEMBL2087377,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2087378,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2087379,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2087381,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2087672,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2087673,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2087675,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2087677,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL2087679,>,>,nM,100000.0,uM,100.0,PTP1B
CHEMBL1242827,=,=,nM,620.0,nM,620.0,PTP1B
CHEMBL2087700,=,=,nM,5000.0,uM,5.0,PTP1B
CHEMBL2087699,=,=,nM,4800.0,uM,4.8,PTP1B
CHEMBL394090,>,>,nM,14900.0,uM,14.9,PTP1B
CHEMBL463665,=,=,nM,9100.0,uM,9.1,PTP1B
CHEMBL472646,=,=,nM,13200.0,uM,13.2,PTP1B
CHEMBL169,=,=,nM,2300.0,uM,2.3,PTP1B
CHEMBL168,=,=,nM,9500.0,uM,9.5,PTP1B
CHEMBL2158214,=,=,nM,550.0,uM,0.55,PTP1B
CHEMBL169,=,=,nM,3600.0,uM,3.6,PTP1B
CHEMBL2159045,=,=,nM,7800.0,uM,7.8,PTP1B
CHEMBL2159049,=,=,nM,24200.0,uM,24.2,PTP1B
CHEMBL2159046,=,=,nM,13800.0,uM,13.8,PTP1B
CHEMBL2159047,=,=,nM,4600.0,uM,4.6,PTP1B
CHEMBL2159048,=,=,nM,17400.0,uM,17.4,PTP1B
CHEMBL2159050,>,>,nM,30000.0,uM,30.0,PTP1B
CHEMBL179166,=,=,nM,15200.0,uM,15.2,PTP1B
CHEMBL2206831,=,=,nM,18600.0,uM,18.6,PTP1B
CHEMBL2206347,=,=,nM,20400.0,uM,20.4,PTP1B
CHEMBL2206342,=,=,nM,8300.0,uM,8.3,PTP1B
CHEMBL2206341,=,=,nM,12500.0,uM,12.5,PTP1B
CHEMBL2206340,=,=,nM,19200.0,uM,19.2,PTP1B
CHEMBL2205883,=,=,nM,13200.0,uM,13.2,PTP1B
CHEMBL129681,=,=,nM,3890.0,uM,3.89,PTP1B
CHEMBL2205884,=,=,nM,9270.0,uM,9.27,PTP1B
CHEMBL2205887,=,=,nM,39440.0,uM,39.44,PTP1B
CHEMBL2205886,=,=,nM,5570.0,uM,5.57,PTP1B
CHEMBL2205885,=,=,nM,9040.0,uM,9.04,PTP1B
CHEMBL2205888,=,=,nM,8620.0,uM,8.62,PTP1B
CHEMBL2205889,=,=,nM,28220.0,uM,28.22,PTP1B
CHEMBL2205890,=,=,nM,3610.0,uM,3.61,PTP1B
CHEMBL2205891,>,>,nM,40000.0,uM,40.0,PTP1B
CHEMBL2205892,=,=,nM,9110.0,uM,9.11,PTP1B
CHEMBL2205893,=,=,nM,11650.0,uM,11.65,PTP1B
CHEMBL2205894,=,=,nM,9130.0,uM,9.13,PTP1B
CHEMBL2205895,=,=,nM,1620.0,uM,1.62,PTP1B
CHEMBL2205896,=,=,nM,4110.0,uM,4.11,PTP1B
CHEMBL2205897,=,=,nM,19164.0,uM,19.164,PTP1B
CHEMBL2205898,=,=,nM,13210.0,uM,13.21,PTP1B
CHEMBL1478,=,=,nM,12740.0,uM,12.74,PTP1B
CHEMBL2206072,=,=,nM,1000.0,uM,1.0,PTP1B
CHEMBL2206071,=,=,nM,250.0,uM,0.25,PTP1B
CHEMBL2206070,=,=,nM,270.0,uM,0.27,PTP1B
CHEMBL2203315,=,=,nM,500.0,uM,0.5,PTP1B
CHEMBL2206069,=,=,nM,620.0,uM,0.62,PTP1B
CHEMBL2206068,=,=,nM,820.0,uM,0.82,PTP1B
CHEMBL2206067,=,=,nM,430.0,uM,0.43,PTP1B
CHEMBL2206066,=,=,nM,1350.0,uM,1.35,PTP1B
CHEMBL2206065,=,=,nM,1150.0,uM,1.15,PTP1B
CHEMBL2206064,=,=,nM,200.0,uM,0.2,PTP1B
CHEMBL2206063,=,=,nM,350.0,uM,0.35,PTP1B
CHEMBL2205522,=,=,nM,560.0,uM,0.56,PTP1B
CHEMBL2205521,=,=,nM,260.0,uM,0.26,PTP1B
CHEMBL2205520,=,=,nM,510.0,uM,0.51,PTP1B
CHEMBL2205519,=,=,nM,960.0,uM,0.96,PTP1B
CHEMBL2205518,=,=,nM,610.0,uM,0.61,PTP1B
CHEMBL2205517,=,=,nM,1180.0,uM,1.18,PTP1B
CHEMBL2205516,=,=,nM,1160.0,uM,1.16,PTP1B
CHEMBL2205515,=,=,nM,530.0,uM,0.53,PTP1B
CHEMBL2205514,=,=,nM,2390.0,uM,2.39,PTP1B
CHEMBL2205513,=,=,nM,1370.0,uM,1.37,PTP1B
CHEMBL2205512,=,=,nM,2790.0,uM,2.79,PTP1B
CHEMBL2206077,=,=,nM,1660.0,uM,1.66,PTP1B
CHEMBL2206076,=,=,nM,1850.0,uM,1.85,PTP1B
CHEMBL2206075,=,=,nM,2430.0,uM,2.43,PTP1B
CHEMBL2206074,=,=,nM,1340.0,uM,1.34,PTP1B
CHEMBL2206073,=,=,nM,480.0,uM,0.48,PTP1B
CHEMBL2206738,,,,,,,PTP1B
CHEMBL2206736,=,=,nM,26900.0,uM,26.9,PTP1B
CHEMBL2206735,=,=,nM,41300.0,uM,41.3,PTP1B
CHEMBL2206734,=,=,nM,23400.0,uM,23.4,PTP1B
CHEMBL2206732,=,=,nM,24200.0,uM,24.2,PTP1B
CHEMBL2207338,,,,,,,PTP1B
CHEMBL2207337,=,=,nM,46000.0,uM,46.0,PTP1B
CHEMBL2207336,=,=,nM,9100.0,uM,9.1,PTP1B
CHEMBL2207335,=,=,nM,9000.0,uM,9.0,PTP1B
CHEMBL2206758,,,,,,,PTP1B
CHEMBL2206757,,,,,,,PTP1B
CHEMBL2206756,=,=,nM,6200.0,uM,6.2,PTP1B
CHEMBL2206755,=,=,nM,11600.0,uM,11.6,PTP1B
CHEMBL2206754,=,=,nM,30600.0,uM,30.6,PTP1B
CHEMBL2206753,=,=,nM,12400.0,uM,12.4,PTP1B
CHEMBL2206752,=,=,nM,20600.0,uM,20.6,PTP1B
CHEMBL2206751,=,=,nM,28400.0,uM,28.4,PTP1B
CHEMBL169,=,=,nM,3080.0,uM,3.08,PTP1B
CHEMBL2207339,=,=,nM,13900.0,uM,13.9,PTP1B
CHEMBL179166,=,=,nM,4580.0,uM,4.58,PTP1B
CHEMBL2208259,=,=,nM,2300.0,uM,2.3,PTP1B
CHEMBL2208258,=,=,nM,3370.0,uM,3.37,PTP1B
CHEMBL2208257,=,=,nM,4590.0,uM,4.59,PTP1B
CHEMBL2208256,=,=,nM,3460.0,uM,3.46,PTP1B
CHEMBL2208255,=,=,nM,5700.0,uM,5.7,PTP1B
CHEMBL2208254,=,=,nM,5230.0,uM,5.23,PTP1B
CHEMBL2208253,=,=,nM,6710.0,uM,6.71,PTP1B
CHEMBL2208252,=,=,nM,4410.0,uM,4.41,PTP1B
CHEMBL2208251,=,=,nM,5350.0,uM,5.35,PTP1B
CHEMBL2208250,=,=,nM,9820.0,uM,9.82,PTP1B
CHEMBL2208249,=,=,nM,2800.0,uM,2.8,PTP1B
CHEMBL2208248,=,=,nM,7630.0,uM,7.63,PTP1B
CHEMBL2203337,>,>,nM,60000.0,uM,60.0,PTP1B
CHEMBL2208247,>,>,nM,60000.0,uM,60.0,PTP1B
CHEMBL2208246,>,>,nM,60000.0,uM,60.0,PTP1B
CHEMBL2216806,=,=,nM,480.0,umol/L,0.48,PTP1B
CHEMBL129681,=,=,nM,5730.0,,5.241845,PTP1B
CHEMBL2262828,=,=,nM,150.0,,6.823909,PTP1B
CHEMBL508831,=,=,nM,540.0,,6.267606,PTP1B
CHEMBL506556,=,=,nM,620.0,,6.207608,PTP1B
CHEMBL2262827,=,=,nM,2720.0,,5.565431,PTP1B
CHEMBL2262826,=,=,nM,2670.0,,5.573489,PTP1B
CHEMBL504397,=,=,nM,4579.99,,5.339135,PTP1B
CHEMBL211369,=,=,nM,2330.0,,5.632644,PTP1B
CHEMBL446073,=,=,nM,5970.0,,5.224026,PTP1B
CHEMBL449967,=,=,nM,2860.0,,5.543634,PTP1B
CHEMBL506934,=,=,nM,2890.0,,5.539102,PTP1B
CHEMBL489670,=,=,nM,2850.0,,5.545155,PTP1B
CHEMBL472896,=,=,nM,2610.0,,5.583359,PTP1B
CHEMBL470029,=,=,nM,5320.0,,5.274088,PTP1B
CHEMBL2262830,=,=,nM,630.0,,6.200659,PTP1B
CHEMBL2262829,=,=,nM,820.0,,6.086186,PTP1B
CHEMBL2262837,=,=,nM,660.0,,6.180456,PTP1B
CHEMBL2262836,=,=,nM,440.0,,6.356547,PTP1B
CHEMBL2262835,=,=,nM,600.0,,6.221849,PTP1B
CHEMBL2262834,=,=,nM,520.0,,6.283997,PTP1B
CHEMBL2262833,=,=,nM,530.0,,6.275724,PTP1B
CHEMBL2262832,=,=,nM,650.0,,6.187087,PTP1B
CHEMBL2262831,=,=,nM,550.0,,6.259637,PTP1B
CHEMBL2263115,=,=,nM,450.0,,6.346787,PTP1B
CHEMBL2263114,=,=,nM,570.0,,6.244125,PTP1B
CHEMBL2263113,=,=,nM,610.0,,6.21467,PTP1B
CHEMBL2263112,=,=,nM,510.0,,6.29243,PTP1B
CHEMBL2263111,=,=,nM,560.0,,6.251812,PTP1B
CHEMBL2263110,=,=,nM,550.0,,6.259637,PTP1B
CHEMBL2263109,=,=,nM,590.0,,6.229148,PTP1B
CHEMBL2263108,=,=,nM,4620.0,,5.335358,PTP1B
CHEMBL2263107,=,=,nM,570.0,,6.244125,PTP1B
CHEMBL2262838,=,=,nM,590.0,,6.229148,PTP1B
CHEMBL2263120,=,=,nM,720.0,,6.142668,PTP1B
CHEMBL2263119,=,=,nM,780.0,,6.107905,PTP1B
CHEMBL2263118,=,=,nM,880.0,,6.055517,PTP1B
CHEMBL2263117,=,=,nM,1330.0,,5.876148,PTP1B
CHEMBL2263116,=,=,nM,2100.0,,5.677781,PTP1B
CHEMBL445301,=,=,nM,8610.0,,5.064997,PTP1B
CHEMBL487412,=,=,nM,4440.0,,5.352617,PTP1B
CHEMBL510912,=,=,nM,8100.0,,5.091515,PTP1B
CHEMBL461165,=,=,nM,9200.0,,5.036212,PTP1B
CHEMBL461344,=,=,nM,4760.0,,5.322393,PTP1B
