molecule_chembl_id,canonical_smiles
CHEMBL5402392,O=S(=O)(Oc1ccccc1C(F)(F)F)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5403786,O=S(=O)(Oc1cccc(Br)c1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5404029,CCCCCCCCN1C(=O)C2CC(c3ccc(N)cc3)(C2)C1=O
CHEMBL5404063,O=S(=O)(C1CC2OC1C(c1ccc(-n3cncn3)cc1)=C2c1ccc(O)cc1)N(CC(F)(F)F)c1ccccc1
CHEMBL5404699,COc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-c4cnn(C)c4)cc2)=C3c2ccc(O)cc2)cc1
CHEMBL5405944,O=S(=O)(Oc1ccc(C(F)(F)F)cc1)C1CC2OC1C(c1ccc(-n3cncn3)cc1)=C2c1ccc(O)cc1
CHEMBL5407335,CN(c1ccccc1)S(=O)(=O)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5408038,O=S(=O)(Oc1ccc(Cl)cc1)C1CC2OC1C(c1ccc(-n3cncn3)cc1)=C2c1ccc(O)cc1
CHEMBL5410004,O=S(=O)(Oc1cccc(Br)c1)C1CC2OC1C(c1ccc(O)cc1)=C2c1ccc(-n2ccnc2)cc1
CHEMBL5411799,O=S(=O)(Oc1cccc2ccccc12)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5412790,O=S(=O)(Oc1ccc(Br)cc1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5413340,O=S(=O)(C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1)N(CC(F)(F)F)c1ccccc1
CHEMBL5414572,CCN(c1ccc(OC)cc1)S(=O)(=O)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5417452,Cc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-n4ccnc4)cc2)=C3c2ccc(O)cc2)cc1
CHEMBL5418690,O=S(=O)(Oc1ccccc1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5420394,COc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-n4ccnc4)cc2)=C3c2ccc(O)cc2)cc1
CHEMBL5421409,O=S(=O)(Oc1ccc(Br)cc1)C1CC2OC1C(c1ccc(-n3cncn3)cc1)=C2c1ccc(O)cc1
CHEMBL5422087,CCCN1C(=O)CC(c2ccc(N)cc2)C1=O
CHEMBL5422315,O=S(=O)(Oc1ccc(F)cc1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5423258,COc1ccc(N(C)S(=O)(=O)C2CC3OC2C(c2ccc(-n4cncn4)cc2)=C3c2ccc(O)cc2)cc1
CHEMBL5423781,CCN(c1ccccc1)S(=O)(=O)C1CC2OC1C(c1ccc(-n3cncn3)cc1)=C2c1ccc(O)cc1
CHEMBL5426175,O=S(=O)(Oc1cccc(C(F)(F)F)c1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5426251,COc1ccc(N(C)S(=O)(=O)C2CC3OC2C(c2ccc(-n4ccnc4)cc2)=C3c2ccc(O)cc2)cc1
CHEMBL5426628,Nc1ccc(C23CC(C2)C(=O)N(Cc2ccccc2)C3=O)cc1
CHEMBL5426947,Cc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-n4cncn4)cc2)=C3c2ccc(O)cc2)cc1
CHEMBL5427513,COc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-n4cncn4)cc2)=C3c2ccc(O)cc2)cc1
CHEMBL5428681,CCN(c1ccc(OC)cc1)S(=O)(=O)C1CC2OC1C(c1ccc(-n3cncn3)cc1)=C2c1ccc(O)cc1
CHEMBL5430284,CCCCCCCCCCC1(c2ccncc2)CCC(=O)N(CC)C1=O
CHEMBL5430301,CN1C(=O)CCC(c2ccncc2)C1=O
CHEMBL5430760,CCCCCCCCN1C(=O)CCC(c2ccncc2)C1=O
CHEMBL5433442,O=S(=O)(Oc1ccc(C(F)(F)F)cc1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5433532,COc1ccc(N(CC(F)(F)F)S(=O)(=O)C2CC3OC2C(c2ccc(-n4ccnc4)cc2)=C3c2ccc(O)cc2)cc1
CHEMBL5435743,CCN(c1ccccc1)S(=O)(=O)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL5436925,O=S(=O)(Oc1ccccc1Br)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1
CHEMBL116794,c1ccc2c(Cn3ccnc3)c[nH]c2c1
CHEMBL115899,CCn1cc(Cn2ccnc2)c2ccccc21
CHEMBL488050,Clc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1
CHEMBL452018,Fc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1
CHEMBL1997104,CCn1cc(C(c2ccc(Cl)cc2)n2ccnc2)c2cc(Br)ccc21
CHEMBL5393912,Clc1ccccc1Cn1cc(Cn2ccnn2)c2ccccc21
CHEMBL5393946,Fc1ccccc1Cn1cc(Cn2ccnn2)c2ccccc21
CHEMBL5394067,CCn1ccc2cccc(C(Cc3ccc(Br)cc3)n3ccnc3)c21
CHEMBL5394223,CCCCC1(c2ccc(N)cc2)CC(=O)NC1=O
CHEMBL5394424,OC(c1cn(Cc2ccccc2Cl)c2ccccc12)n1ccnc1
CHEMBL5394706,c1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1
CHEMBL5395094,Brc1ccccc1Cn1cc(Cn2ccnc2)c2ccccc21
CHEMBL5395351,CCCCCCN1C(=O)CC(c2ccc(N)cc2)C1=O
CHEMBL5396371,CCCCN1C(=O)CC(c2ccc(N)cc2)C1=O
CHEMBL5396706,CCCCCCC1(c2ccc(N)cc2)CCNC1=O
CHEMBL5397228,CCCCCCCC1(c2ccc(N)cc2)CC(=O)NC1=O
CHEMBL5400021,Clc1ccccc1Cn1cc(Cc2c[nH]nn2)c2ccccc21
CHEMBL5400511,Clc1ccc(Cn2cc(Cn3cncn3)c3ccccc32)cc1
CHEMBL5400514,N#Cc1ccc(Cn2cc(C(O)n3ccnc3)c3ccccc32)cc1
CHEMBL5400890,CCCCCN1C(=O)CC(c2ccc(N)cc2)C1=O
CHEMBL5401017,CCn1ccc2cccc(C(Cc3ccc(F)cc3)n3ccnc3)c21
CHEMBL5402030,Fc1ccc(Cn2cc(Cn3ccnn3)c3ccccc32)cc1
CHEMBL5402711,Fc1ccccc1Cn1cc(Cc2c[nH]nn2)c2ccccc21
CHEMBL5407480,CCn1ccc2cccc(C(Cc3cccc(Cl)c3)n3ccnc3)c21
CHEMBL5408745,Clc1ccccc1CC(c1cn(Cc2ccccc2Cl)c2ccc(Br)cc12)n1ccnn1
CHEMBL5409215,CCN1CCc2cc(Br)cc(C(Cc3ccc(F)cc3)n3ccnc3)c21
CHEMBL5409533,Fc1cccc(Cn2cc(Cn3ccnn3)c3ccccc32)c1
CHEMBL5410174,CCn1ccc2cc(Br)cc(C(Cc3ccc(F)cc3)n3ccnc3)c21
CHEMBL5410534,OC(c1cn(Cc2cccc(F)c2)c2ccccc12)n1ccnc1
CHEMBL5413476,CCn1cc(C(Cc2ccc(Cl)cc2Cl)n2ccnc2)c2cc(Br)ccc21
CHEMBL5414198,CCn1cc(C(c2ccc(Cl)cc2)n2ccnn2)c2cc(Br)ccc21
CHEMBL5416025,CCN1CCc2cccc(C(Cc3ccc(F)cc3)n3ccnn3)c21
CHEMBL5417624,N#Cc1ccc(Cn2cc(Cn3ccnn3)c3ccccc32)cc1
CHEMBL5425388,CCN1CCc2cccc(C(Cc3cccc(Cl)c3)n3ccnc3)c21
CHEMBL5425433,c1ccc(Cn2cc(Cn3cnnc3)c3ccccc32)cc1
CHEMBL5425696,CCCCCCCN1C(=O)CC(c2ccc(N)cc2)C1=O
CHEMBL5426878,Fc1ccc(CC(c2cn(Cc3ccc(F)cc3)c3ccc(Br)cc23)n2ccnn2)cc1
CHEMBL5427189,c1ccc(Cn2cc(Cc3c[nH]nn3)c3ccccc32)cc1
CHEMBL5430016,Cc1ccc(S(=O)(=O)n2cc(Cn3ccnc3)c3ccccc32)cc1
CHEMBL5431722,CCCCCC1(c2ccc(N)cc2)CC(=O)NC1=O
CHEMBL5432257,c1ccc(Cn2cc(Cn3cncn3)c3ccccc32)cc1
CHEMBL5432856,CCN1CCc2cccc(C(Cc3ccc(F)cc3)n3ccnc3)c21
CHEMBL5432998,c1ccc(Cn2cc(Cn3ccnn3)c3ccccc32)cc1
CHEMBL5434047,OC(c1cn(Cc2ccccc2F)c2ccccc12)n1ccnc1
CHEMBL5434222,Brc1cccc(Cn2cc(Cn3ccnc3)c3ccccc32)c1
CHEMBL5436290,CCN1CCc2cc(Cl)cc(C(Cc3ccc(F)cc3)n3ccnc3)c21
CHEMBL5438840,CCn1ccc2cccc(C(Cc3ccc(Cl)cc3)n3ccnc3)c21
CHEMBL5439256,CCn1cc(C(Cc2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21
CHEMBL5439659,CCn1cc(C(c2ccccc2)n2ccnn2)c2cc(Br)ccc21
CHEMBL5440090,CCCC1(c2ccc(N)cc2)CC(=O)NC1=O
CHEMBL351271,c1ccc2cc(Cn3ccnc3)ccc2c1
CHEMBL5395602,CCn1cc(C(Cc2ccc(F)cc2)n2ccnc2)c2cc(C#N)ccc21
CHEMBL5396048,Cc1c(Cn2ccnc2)ccc2c(F)cc(F)cc12
CHEMBL5398511,O=C1CC(c2ccncc2)Cc2ccccc21
CHEMBL5399600,COc1cc2ccc(Cn3ccnc3)cc2cc1F
CHEMBL5400347,O=C1c2ccccc2CCC1CCc1ccncc1
CHEMBL5400406,N#Cc1ccc(CC(c2ccc3cc[nH]c3c2)n2ccnn2)cc1
CHEMBL5401549,CCC(C(=O)O[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)c1ccncc1
CHEMBL5403912,Fc1ccc(CC(c2ccc3[nH]ccc3c2)n2ccnc2)cc1
CHEMBL5405156,Cc1c(Cn2ccnc2)ccc2ccc(F)cc12
CHEMBL5405284,O=C1c2ccccc2CCC1c1ccncc1
CHEMBL5406205,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)Cc1ccncc1
CHEMBL5406968,CC(C(=O)O[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)c1ccncc1
CHEMBL5407805,CC(C)n1cc(C(Cc2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21
CHEMBL5408823,N#Cc1ccc(CC(c2ccc3cc[nH]c3c2)n2ccnc2)cc1
CHEMBL5409914,CCCn1cc(C(Cc2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21
CHEMBL5410695,N#Cc1ccc(CC(c2cccc3[nH]ccc23)n2ccnc2)cc1
CHEMBL5411570,N#Cc1ccc(CC(c2cccc3[nH]ccc23)n2ccnn2)cc1
CHEMBL5412410,O=C1/C(=C\c2ccncc2)Cc2c(O)cccc21
CHEMBL5413419,COc1ccc2cc(Cn3ccnc3)ccc2c1
CHEMBL5415900,C[C@@H]1[C@@H](OC(=O)C(C)(C)c2ccncc2)C[C@H]2C[C@@H]1C2(C)C
CHEMBL5416003,Cn1ccc2cc(C(Cc3ccc(Br)cc3)n3ccnc3)ccc21
CHEMBL5416052,CC(C)(C)[C@H]1CC[C@H](OC(=O)Cc2ccncc2)CC1
CHEMBL5416291,CCn1c(C(Cc2ccc(Cl)cc2)n2ccnn2)c(C)c2cc(Br)ccc21
CHEMBL5416993,CCn1c(C(Cc2cccc(Cl)c2)n2ccnc2)c(C)c2cc(Br)ccc21
CHEMBL5417020,CCC(CC)(C(=O)O[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)c1ccncc1
CHEMBL5417558,C[C@H]1CC[C@@H](OC(=O)Cc2ccncc2)CC1
CHEMBL5421275,CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)Cc1ccncc1)C2
CHEMBL5421289,C[C@@H]1[C@@H](OC(=O)Cc2ccncc2)C[C@H]2C[C@]1(C)C2(C)C
CHEMBL5425135,C[C@@H]1[C@H]2C[C@@H](C[C@H]1OC(=O)Cc1ccncc1)C2(C)C
CHEMBL5425567,CCn1c(C)c(C(Cc2ccc(F)cc2)n2ccnc2)c2ccccc21
CHEMBL5425929,Clc1cccc(CC(c2ccc3[nH]ccc3c2)n2ccnc2)c1
CHEMBL5426314,Fc1cc(F)c2ccc(Cn3ccnc3)cc2c1
CHEMBL5428001,CCn1cc(C(Cc2ccc(F)cc2)n2ccnc2)c2cc(Cl)ccc21
CHEMBL5428148,CCn1c(C(Cc2ccc(F)cc2)n2ccnc2)c(C)c2ccccc21
CHEMBL5428947,O=C(Cc1ccncc1)O[C@H]1C[C@H]2CC[C@@H]1C2
CHEMBL5430600,O=C1c2ccc3c(c2CCC1Cc1ccncc1)CCCC3
CHEMBL5430729,C[C@@H]1CC[C@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(C)OC(=O)Cc1ccncc1
CHEMBL5430986,CC1CCCCC1OC(=O)Cc1ccncc1
CHEMBL5431946,CCn1c(C(Cc2ccccc2)n2ccnn2)c(C)c2cc(Br)ccc21
CHEMBL5432961,CCn1c(C(Cc2ccc(Cl)cc2)n2ccnc2)c(C)c2cc(Br)ccc21
CHEMBL5432971,CCn1cc(C(Cc2ccc(F)cc2)n2ccnc2)c2cc(F)ccc21
CHEMBL5434685,COC1C(F)=Cc2cc(Cn3ccnc3)ccc2C1F
CHEMBL5436084,CCn1c(C(Cc2cccc(Cl)c2)n2ccnn2)c(C)c2cc(Br)ccc21
CHEMBL5437093,CCn1c(C(Cc2ccccc2)n2ccnc2)c(C)c2cc(Br)ccc21
CHEMBL5438005,CC[C@H]1CC[C@@H](OC(=O)Cc2ccncc2)CC1
CHEMBL5438740,CCn1c(C(Cc2ccc(F)cc2)n2ccnn2)c(C)c2cc(Br)ccc21
CHEMBL5439806,COc1c(F)cc2c(C)c(Cn3ccnc3)ccc2c1F
CHEMBL5440376,COc1cc2ccc(Cn3ccnc3)c(C)c2cc1F
CHEMBL5440983,Clc1ccc(CC(c2ccc3[nH]ccc3c2)n2ccnc2)cc1
CHEMBL276473,O=C(/C=C/c1ccccc1)c1ccc(O)cc1
CHEMBL32571,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CHEMBL45068,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
CHEMBL307893,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
CHEMBL75267,O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12
CHEMBL88169,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O
CHEMBL317221,COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(O)c1
CHEMBL133081,COc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1O
CHEMBL491692,O=C(CCc1ccc(O)cc1)c1ccccc1O
CHEMBL492818,O=C(CCc1ccc(O)c(O)c1)c1c(O)cc(O)cc1O
CHEMBL556429,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc1
CHEMBL1191848,Nc1ccc(C(O)Cn2ccnc2)cc1
CHEMBL1642686,Nc1cccc(/C=C/c2ccccc2)c1
CHEMBL3401429,COc1ccc2c(c1)OC(c1ccc(O)c(O)c1)CC2=O
CHEMBL4206988,COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1OC
CHEMBL4451577,CC(C)=CCc1c(O)cc2c(c1/C=C\c1ccc(O)cc1)CCC(C)(C)O2
CHEMBL4465694,CC(C)=CCc1c(O)cc(O)c(CC=C(C)C)c1/C=C/c1ccc(O)cc1
CHEMBL4515706,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1O
CHEMBL4517895,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CCC(C)(C)O3)cc1O
CHEMBL4517937,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CC(O)C(C)(C)O3)cc1
CHEMBL4553272,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1
CHEMBL5394126,O=c1ccc2ccc(Cn3cnnc3)cc2o1
CHEMBL5397043,C[C@@H]1CC[C@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(C)OC(=O)C(C)(C)c1ccccn1
CHEMBL5398185,COc1ccc2c(c1)OC(c1ccccc1OC)CC2=O
CHEMBL5401526,C[C@@H]1CC[C@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@]3(C)OC(=O)Cc1cccnc1
CHEMBL5403749,c1cc2cc(Cn3ccnc3)ccc2cn1
CHEMBL5405593,COc1ccc2c(c1)OC(c1cccc(OC)c1OC)CC2=O
CHEMBL5407494,C[C@@H]1[C@@H](OC(=O)C(C)(C)c2cccnc2)C[C@H]2C[C@@H]1C2(C)C
CHEMBL5409753,COc1ccc(/C=C\c2c(CC=C(C)C)c(O)cc3c2CCC(C)(C)O3)cc1O
CHEMBL5412704,CC(C(=O)O[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)c1cccnc1
CHEMBL5413924,COc1ccc(/C=C\c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1
CHEMBL5414372,COc1cccc2cc(Cn3ccnc3)c(=O)oc12
CHEMBL5417396,COc1ccc2c(c1)OC(c1ccc(OC)c(OC)c1OC)CC2=O
CHEMBL5417830,O=[N+]([O-])c1cc(-c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc([N+](=O)[O-])c1
CHEMBL5418780,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CC(O)C(C)(C)O3)cc1O
CHEMBL5418934,COc1ccc2c(c1)OC(c1ccc(OC)cc1OC)CC2=O
CHEMBL5419796,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CC(C(C)(C)O)O3)cc1
CHEMBL5420745,COc1ccc2c(c1)OC(c1cc(O)cc(O)c1)CC2=O
CHEMBL5421164,COc1ccc2c(Cn3cnnc3)cc(=O)oc2c1
CHEMBL5423576,COc1cc(OC)c(OC)cc1CCc1ccc(N)cc1
CHEMBL5425965,CCCCCc1c(CC=C(C)C)c(O)cc(O)c1CC=C(C)C
CHEMBL5426214,COc1ccc2c(c1)OC(c1ccc(O)c(OC)c1)CC2=O
CHEMBL5427782,CC(C)=CCc1c(O)cc2c(c1/C=C/c1ccc(O)cc1)CC(C(C)(C)O)O2
CHEMBL5428361,COc1ccc(/C=C\c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1O
CHEMBL5429699,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC(O)=C(C)C)cc1
CHEMBL5429907,COc1ccc(/C=C\c2c(CC=C(C)C)c(O)cc3c2CC(C(C)(C)O)O3)cc1O
CHEMBL5433734,C[C@@H]1[C@@H](OC(=O)Cc2cccnc2)C[C@H]2C[C@@H]1C2(C)C
CHEMBL5434837,COc1ccc2c(c1)OC(c1ccc(OC)c(O)c1)CC2=O
CHEMBL5435609,COc1cc(/C=C/c2ccccc2[N+](=O)[O-])cc(OC)c1
CHEMBL30047,CCC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1
CHEMBL30043,Fc1ccc(C(F)(c2ccc(Cl)cc2)c2cncnc2)cc1
CHEMBL29997,Clc1ccc(C(Cc2ccccc2)(c2ccc(Cl)cc2)c2cncnc2)cc1
CHEMBL26207,OC(c1ccc(Cl)cc1)(c1cncnc1)C1CC2CCC1C2
CHEMBL282079,OC(c1ccc(Cl)cc1)(c1cncnc1)C1CCCCC1
CHEMBL26208,Clc1ccc(C(Cl)(c2ccc(Cl)cc2)c2cncnc2)cc1
CHEMBL29952,Fc1ccc(C(F)(c2cncnc2)c2ccccc2Cl)cc1
CHEMBL283085,Cc1ccc(C(O)(c2ccc(C)cc2)c2cncnc2)cc1
CHEMBL28753,OC(c1ccc(F)cc1)(c1cncnc1)c1cccc(F)c1
CHEMBL286965,OC(c1ccc(Cl)cc1)(c1cncnc1)c1cccc(F)c1
CHEMBL28637,OC(c1ccc(Cl)cc1)(c1ccc(C(F)(F)F)cc1)c1cncnc1
CHEMBL29400,OC(c1ccc(Cl)cc1)(c1cncnc1)c1cccc(Cl)c1
CHEMBL27797,COc1ccc(C(O)(c2cncnc2)C2CCCCCCC2)cc1
CHEMBL283671,FC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1
CHEMBL29904,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1
CHEMBL28696,OC(c1ccc(F)cc1)(c1ccc(F)cc1)c1cncnc1
CHEMBL29669,Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1
CHEMBL29523,COc1ccc(C(O)(c2cncnc2)c2ccc(C)c(C)c2)cc1C
CHEMBL30081,OC(c1ccc(F)cc1)(c1cncnc1)C1CC1
CHEMBL282525,OC(c1ccc(Cl)cc1)(c1cncnc1)C1CC1
CHEMBL28465,OC(c1ccc(Br)cc1)(c1cncnc1)C1CC1
CHEMBL540958,Cc1ccc(C(O)(c2ccccc2)c2cncnc2)cc1C
CHEMBL287393,OC(c1ccccc1)(c1cncnc1)c1ccc(Cl)c(Cl)c1
CHEMBL28800,O=[N+]([O-])c1ccc(C(O)(c2ccccc2)c2cncnc2)cc1
CHEMBL284636,OC(c1ccccc1)(c1ccc(C(F)(F)F)cc1)c1cncnc1
CHEMBL28971,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
CHEMBL282325,OC(c1ccc(F)cc1)(c1ccc(Cl)cc1)c1cncnc1
CHEMBL29901,CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cncnc1
CHEMBL135606,O=[N+]([O-])c1ccc(C(c2ccc([N+](=O)[O-])cc2)n2ccnc2)cc1
CHEMBL133145,Clc1ccccc1C(c1ccccc1Cl)n1ccnc1
CHEMBL335215,Clc1ccc(C(c2ccc(Cl)cc2)n2ccnc2)cc1
CHEMBL137373,Fc1ccc(C(c2ccc(F)cc2)n2ccnc2)cc1
CHEMBL137002,COc1ccccc1C(c1ccccc1)n1ccnc1
CHEMBL2430098,c1ccc2oc(Cn3ccnc3)cc2c1
CHEMBL5395333,Clc1ccc2oc(Cn3ccnc3)cc2c1
CHEMBL5397257,Fc1ccc(C(c2cc3ccccc3o2)n2cnnn2)cc1
CHEMBL5403643,Brc1cc(Br)c2oc(Cn3ccnc3)cc2c1
CHEMBL5406056,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cc2ccccc2o1
CHEMBL5411393,COc1ccc(C(O)(c2cccnc2)c2cc3ccccc3o2)cc1
CHEMBL5411965,Clc1cc(Cl)c2oc(Cn3ccnc3)cc2c1
CHEMBL5413902,Cc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1
CHEMBL5419730,Clc1ccc(C(c2cc3ccccc3o2)n2cncn2)c(Cl)c1
CHEMBL5421179,Clc1ccc(C(c2cc3ccccc3o2)n2cnnn2)c(Cl)c1
CHEMBL5421772,Clc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1
CHEMBL5422369,N#Cc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1
CHEMBL5423274,OC(c1ccc(F)cc1)(c1cccnc1)c1cc2ccccc2o1
CHEMBL5424344,Clc1ccc(C(c2cc3ccccc3o2)n2cnnn2)cc1
CHEMBL5426057,COc1cccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)c1Cl
CHEMBL5432300,COc1ccc(/C=C/c2ccccc2[N+](=O)[O-])cc1OC
CHEMBL5434747,Brc1ccc2oc(Cn3ccnc3)cc2c1
CHEMBL135921,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1c[nH]cn1
CHEMBL135540,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ncc[nH]1
CHEMBL133082,COC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1
CHEMBL133026,CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1
CHEMBL133079,FC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1
CHEMBL334958,Clc1ccc(C(Cl)(c2ccc(Cl)cc2)c2cccnc2)cc1
CHEMBL343072,Clc1ccc(C(c2ccccc2)n2ccnc2)cc1
CHEMBL135381,Cc1ccc(C(c2ccc(C)cc2)n2ccnc2)cc1
CHEMBL135595,FC(F)(F)c1ccc(C(c2ccc(Cl)cc2)n2ccnc2)cc1
CHEMBL135115,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1
CHEMBL135063,COc1ccc(C(c2ccc(Cl)cc2)n2ccnc2)cc1
CHEMBL335050,COc1ccc(C(c2ccc(C)cc2)n2ccnc2)cc1
CHEMBL135494,COc1ccc(C(c2ccc(OC)cc2)n2ccnc2)cc1
CHEMBL436369,Brc1ccc(C(c2ccc(Br)cc2)n2ccnc2)cc1
CHEMBL133198,Clc1ccc(C(c2ccc(Cl)cc2)(c2ccccn2)n2ccnc2)cc1
CHEMBL135563,Clc1ccc(C(c2ccc(Cl)cc2)n2cnnc2)cc1
CHEMBL341386,Clc1ccc(C(c2ccc(Cl)cc2)n2cncn2)cc1
CHEMBL422093,Clc1ccc(C(c2ccc(Cl)cc2)N2CCNCC2)cc1
CHEMBL334999,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cc[nH]n1
CHEMBL132929,Clc1ccc(C(c2ccc(Cl)cc2)n2ccnn2)cc1
CHEMBL138538,Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1
CHEMBL135340,Clc1ccc(C(c2ccc(Cl)cc2)n2ncnn2)cc1
CHEMBL135172,Clc1ccc(C(c2ccc(Cl)cc2)(c2nc[nH]n2)n2ccnc2)cc1
CHEMBL415725,Clc1ccc(C(c2ccc(Cl)cc2)c2cccnc2)cc1
CHEMBL135709,OC(c1ccc(F)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl
CHEMBL135396,OC(c1cccnc1)(c1cccc(Cl)c1)c1cccc(Cl)c1
CHEMBL135633,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccncn1
CHEMBL135378,Clc1ccc(C(c2ccc(Cl)cc2)(c2c[nH]nn2)n2ccnc2)cc1
CHEMBL336616,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cnccn1
CHEMBL335836,OC(c1ccncc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
CHEMBL137049,Clc1ccc(C(c2ccc(Cl)cc2)(c2cccnc2)n2ccnc2)cc1
CHEMBL137589,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cn[nH]c1
CHEMBL137396,Clc1ccc(C(c2ccncc2)(c2ccc(Cl)cc2)n2ccnc2)cc1
CHEMBL137001,Clc1ccc(C(c2ccc(Cl)cc2)(c2cn[nH]c2)n2ccnc2)cc1
CHEMBL137604,Clc1ccc(C(c2ccc(Cl)cc2)(c2ncc[nH]2)n2ccnc2)cc1
