molecule_chembl_id,molwt,LogP,TPSA,HBD,HBA,RotB
CHEMBL488,232.28299999999996,1.3532,72.19,2,3,2
CHEMBL39661,330.47200000000004,4.238900000000004,50.27,0,3,9
CHEMBL38439,316.445,3.8488000000000033,50.27,0,3,8
CHEMBL41066,288.391,3.1165000000000003,59.06,1,3,7
CHEMBL38510,204.22899999999998,0.7758999999999998,59.06,1,3,1
CHEMBL38550,344.499,4.629000000000005,50.27,0,3,10
CHEMBL39781,246.31,1.8983,50.27,0,3,3
CHEMBL39782,232.28299999999993,1.5082,50.27,0,3,2
CHEMBL39275,274.36400000000003,2.6785000000000014,50.27,0,3,5
CHEMBL289116,218.25599999999994,1.166,59.06,1,3,2
CHEMBL37321,302.418,3.458700000000002,50.27,0,3,7
CHEMBL39513,288.391,3.0686000000000018,50.27,0,3,6
CHEMBL38877,260.337,2.2884,50.27,0,3,4
CHEMBL39152,274.36400000000003,2.7264,59.06,1,3,6
CHEMBL288712,260.337,2.3362999999999996,59.06,1,3,5
CHEMBL41761,319.38300000000004,4.634500000000003,22.75,0,3,4
CHEMBL275594,232.28299999999996,1.5560999999999998,59.06,1,3,3
CHEMBL304903,221.30300000000003,3.525000000000002,12.89,0,1,1
CHEMBL90585,235.28599999999997,3.294100000000002,29.96,0,2,1
CHEMBL112021,321.81100000000004,4.587800000000002,22.75,0,3,4
CHEMBL112074,301.39300000000003,4.495400000000003,22.75,0,3,4
CHEMBL324070,427.5290000000001,5.020920000000004,56.89,0,5,5
CHEMBL431859,412.30600000000004,5.705420000000004,22.75,0,3,4
CHEMBL113637,319.38300000000004,4.634500000000003,22.75,0,3,4
CHEMBL324326,312.37600000000003,3.8060800000000024,46.54,0,4,4
CHEMBL111868,384.25200000000007,4.914100000000003,22.75,0,3,3
CHEMBL111888,398.27900000000005,5.397000000000003,22.75,0,3,4
CHEMBL341591,329.5280000000001,4.288200000000003,42.17,2,2,2
CHEMBL352645,210.28000000000003,2.8531000000000004,28.68,1,1,1
CHEMBL169251,224.26299999999998,2.622200000000001,45.75,1,2,1
CHEMBL415753,224.26299999999998,2.622200000000001,45.75,1,2,1
CHEMBL440930,221.30300000000003,3.525000000000002,12.89,0,1,1
CHEMBL168434,224.26299999999998,2.622200000000001,45.75,1,2,1
CHEMBL168636,235.28599999999997,3.294100000000002,29.96,0,2,1
CHEMBL413344,236.27399999999997,2.6891000000000007,42.85,0,3,1
CHEMBL353068,210.28000000000003,2.8531000000000004,28.68,1,1,1
CHEMBL168444,254.28900000000002,1.9552999999999998,63.08,1,4,2
CHEMBL424556,236.274,2.6891000000000016,42.85,0,3,1
CHEMBL1629804,272.432,4.908400000000005,17.07,0,1,0
CHEMBL1629805,288.43100000000004,3.8808000000000025,37.3,1,2,1
CHEMBL1629806,288.43100000000004,3.8792000000000035,37.3,1,2,0
CHEMBL1630261,288.43100000000004,3.8792000000000035,37.3,1,2,0
CHEMBL1630267,304.43000000000006,2.8516000000000012,57.53,2,3,1
CHEMBL1630273,304.43000000000006,2.8516000000000012,57.53,2,3,1
CHEMBL1630274,304.43000000000006,2.8516000000000012,57.53,2,3,1
CHEMBL1630275,318.4570000000001,3.5057000000000027,46.53,1,3,2
CHEMBL2112738,346.46700000000016,3.4224000000000023,63.6,1,4,2
CHEMBL2112739,330.46800000000013,4.450000000000005,43.370000000000005,0,3,1
CHEMBL3349856,288.43100000000004,3.8792000000000035,37.3,1,2,0
CHEMBL3349864,288.43100000000004,3.8792000000000035,37.3,1,2,0
CHEMBL10137,343.38200000000006,4.490200000000003,48.42,0,4,3
CHEMBL274318,224.259,3.3931000000000022,26.3,0,2,1
CHEMBL10072,313.35600000000005,4.481600000000003,39.19,0,3,2
CHEMBL267508,343.38200000000006,4.490200000000003,48.42,0,4,3
CHEMBL10026,313.35600000000005,4.481600000000003,39.19,0,3,2
CHEMBL9687,254.285,3.4017000000000017,35.53,0,3,2
CHEMBL27879,356.5100000000001,4.4261000000000035,63.4,1,3,10
CHEMBL27591,286.37500000000006,2.475600000000001,63.4,1,3,5
CHEMBL27386,202.21300000000002,0.18289999999999967,72.19,2,3,1
CHEMBL27698,258.32099999999997,1.6954,63.4,1,3,3
CHEMBL26651,272.348,2.0854999999999997,63.4,1,3,5
CHEMBL281947,298.38599999999997,2.475600000000001,63.400000000000006,1,3,3
CHEMBL27546,312.413,2.8657000000000012,63.400000000000006,1,3,3
CHEMBL27767,202.21300000000002,0.18289999999999967,72.19,2,3,1
CHEMBL286506,272.348,1.9414,63.4,1,3,3
CHEMBL28173,314.4290000000001,3.2558000000000007,63.4,1,3,7
CHEMBL28290,336.3910000000001,2.4942,72.63,1,4,4
CHEMBL27467,298.38599999999997,2.618100000000001,63.400000000000006,1,3,2
CHEMBL26543,216.24,0.5729999999999997,72.19,2,3,1
CHEMBL287574,202.21300000000002,0.18289999999999967,72.19,2,3,1
CHEMBL31760,195.225,2.2737799999999995,41.61,0,3,2
CHEMBL29482,284.322,3.2641600000000013,65.4,0,4,3
CHEMBL289766,316.44500000000005,3.896700000000002,59.06,1,3,9
CHEMBL39840,358.526,5.019100000000004,50.27,0,3,11
CHEMBL38472,302.41800000000006,3.5066000000000015,59.06,1,3,8
CHEMBL40125,246.30999999999997,1.9462,59.06,1,3,4
CHEMBL311077,374.5210000000002,4.814200000000005,52.6,0,4,3
CHEMBL83835,308.4120000000001,5.153600000000004,17.07,0,1,1
CHEMBL81255,332.48400000000004,4.243400000000004,46.53,1,3,2
CHEMBL309656,330.46800000000013,4.451600000000004,43.370000000000005,0,3,2
CHEMBL443530,332.4840000000001,4.243400000000004,46.53,1,3,2
CHEMBL113121,324.46400000000006,4.336800000000004,34.14,0,2,1
CHEMBL113082,324.46400000000006,4.336800000000004,34.14,0,2,1
CHEMBL109211,310.437,3.9467000000000034,34.14,0,2,1
CHEMBL113739,310.437,3.9467000000000034,34.14,0,2,1
CHEMBL353571,390.6140000000002,5.431400000000005,34.14,0,4,5
CHEMBL424162,368.5420000000002,4.744100000000005,34.14,0,3,4
CHEMBL164993,360.5190000000002,4.347200000000004,51.21,0,4,2
CHEMBL349704,344.52000000000015,4.740700000000005,34.14,0,3,3
CHEMBL350713,354.5150000000002,4.701600000000004,34.14,0,3,3
CHEMBL349963,406.5910000000001,6.170000000000006,34.14,0,3,4
CHEMBL165218,358.5470000000002,5.130800000000005,34.14,0,3,4
CHEMBL165925,328.4520000000001,4.024100000000003,43.370000000000005,0,3,3
CHEMBL169086,241.31499999999997,3.3556000000000017,29.96,0,3,1
CHEMBL1630266,304.43000000000006,2.8516000000000012,57.53,2,3,1
CHEMBL1630911,288.431,3.8808000000000025,37.3,1,2,1
CHEMBL2105261,310.437,4.090800000000003,34.14,0,2,1
CHEMBL2111917,330.46800000000013,4.450000000000005,43.370000000000005,0,3,1
CHEMBL2112309,310.42800000000005,4.945400000000006,20.23,1,1,1
CHEMBL2311169,272.432,4.908400000000005,17.07,0,1,0
CHEMBL31456,351.207,4.143880000000003,53.97,0,4,2
CHEMBL31224,221.263,2.59018,41.61,0,3,1
CHEMBL287677,223.279,2.680480000000001,41.61,0,3,1
CHEMBL285809,324.38699999999994,3.754660000000002,65.4,0,4,2
CHEMBL31215,223.279,2.680480000000001,41.61,0,3,1
CHEMBL305205,286.459,5.154400000000005,17.07,0,1,0
CHEMBL305630,342.5670000000001,6.714800000000007,17.07,0,1,4
CHEMBL70317,314.5130000000001,5.934600000000007,17.07,0,1,2
CHEMBL74339,302.50200000000007,5.336300000000006,20.23,1,1,1
CHEMBL308537,302.458,4.533300000000004,26.3,0,2,1
CHEMBL310735,286.459,5.154400000000005,17.07,0,1,0
CHEMBL70436,300.48600000000005,5.5445000000000055,17.07,0,1,1
CHEMBL304305,314.5130000000001,5.934600000000007,17.07,0,1,2
CHEMBL70959,288.475,4.9462000000000055,20.23,1,1,0
CHEMBL304770,330.46800000000013,4.450000000000005,43.370000000000005,0,3,1
CHEMBL73993,288.431,3.8792000000000035,37.3,1,2,0
CHEMBL72228,330.46800000000013,4.450000000000005,43.370000000000005,0,3,1
CHEMBL307690,300.48600000000005,5.5445000000000055,17.07,0,1,1
CHEMBL307581,302.458,4.533300000000004,26.3,0,2,1
CHEMBL72415,342.5670000000001,6.714800000000007,17.07,0,1,4
CHEMBL307643,288.431,3.8792000000000035,37.3,1,2,0
CHEMBL69891,316.5290000000001,5.726400000000006,20.23,1,1,2
CHEMBL73367,288.475,4.9462000000000055,20.23,1,1,0
CHEMBL306022,302.50200000000007,5.336300000000006,20.23,1,1,1
CHEMBL73279,274.448,4.700200000000005,20.23,1,1,0
CHEMBL73071,316.5290000000001,5.726400000000006,20.23,1,1,2
CHEMBL439950,274.44800000000004,4.700200000000005,20.23,1,1,0
CHEMBL83422,351.32800000000003,5.281800000000005,17.07,0,1,0
CHEMBL440691,290.447,3.6726000000000023,40.46,2,2,1
CHEMBL82981,312.4530000000001,3.8826000000000036,37.3,1,2,1
CHEMBL81134,351.32800000000003,5.281800000000005,17.07,0,1,0
CHEMBL91992,251.28499999999997,2.9997000000000016,50.19,1,3,1
CHEMBL93666,267.32800000000003,3.078000000000002,39.19,0,3,3
CHEMBL93828,253.30099999999996,2.7750000000000004,50.19,1,3,2
CHEMBL92065,237.302,3.0694000000000017,29.96,0,2,2
CHEMBL92488,251.28499999999997,2.9997000000000016,50.19,1,3,1
CHEMBL313774,251.28499999999997,2.9997000000000016,50.19,1,3,1
CHEMBL419131,265.312,3.3027000000000015,39.19,0,3,2
CHEMBL328217,265.312,3.3027000000000015,39.19,0,3,2
CHEMBL91101,265.312,3.3027000000000015,39.19,0,3,2
CHEMBL91818,253.30099999999996,2.7750000000000004,50.19,1,3,2
CHEMBL90077,253.30099999999996,2.7750000000000004,50.19,1,3,2
CHEMBL90427,267.328,3.078000000000001,39.19,0,3,3
CHEMBL88233,267.328,3.078000000000001,39.19,0,3,3
CHEMBL132530,302.41400000000004,3.973100000000003,54.37,1,3,0
CHEMBL165342,316.46600000000007,4.103000000000003,34.14,0,3,1
CHEMBL351526,370.55800000000016,5.296900000000005,34.14,0,3,5
CHEMBL165106,362.5100000000001,5.037900000000005,34.14,0,3,4
CHEMBL164543,356.5310000000002,5.254400000000005,34.14,0,3,4
CHEMBL350074,346.5360000000001,4.820600000000004,34.14,0,3,3
CHEMBL39403,321.399,4.042300000000003,21.060000000000002,0,3,4
CHEMBL287967,335.838,5.148800000000004,22.75,0,3,4
CHEMBL41429,322.387,3.4373000000000022,33.95,0,4,4
CHEMBL416616,319.38300000000004,4.6345000000000045,22.75,0,3,4
CHEMBL39423,398.27900000000005,5.397000000000004,22.75,0,3,4
CHEMBL285193,380.28900000000004,5.257900000000005,22.75,0,3,4
CHEMBL289945,335.838,5.148800000000004,22.75,0,3,4
CHEMBL288695,337.85400000000004,4.556600000000004,21.060000000000002,0,3,4
CHEMBL288804,355.84400000000005,4.695700000000003,21.060000000000002,0,3,4
CHEMBL287950,400.2950000000001,4.804800000000005,21.060000000000002,0,3,4
CHEMBL291646,311.772,3.5246000000000004,39.94,0,4,3
CHEMBL65549,347.20500000000004,3.5730000000000004,52.83,0,5,3
CHEMBL294360,296.305,2.4052999999999995,52.83,0,5,3
CHEMBL294357,312.76,2.9196,52.83,0,5,3
CHEMBL65328,291.35400000000004,3.179620000000001,39.94,0,4,3
CHEMBL294361,251.32899999999998,3.5336000000000016,22.12,0,2,2
CHEMBL419619,330.22499999999997,4.296100000000004,22.12,0,2,2
CHEMBL65590,237.30200000000005,3.2306000000000017,33.120000000000005,1,2,1
CHEMBL63336,330.22499999999997,4.296100000000004,22.12,0,2,2
CHEMBL66867,265.35599999999994,3.7077000000000018,22.12,0,2,2
CHEMBL63297,295.317,3.010300000000001,39.94,0,4,3
CHEMBL304788,346.217,4.178000000000002,39.94,0,4,3
CHEMBL66673,251.329,3.5336000000000016,22.12,0,2,2
CHEMBL304583,237.302,3.2306000000000017,33.120000000000005,1,2,1
CHEMBL304222,237.30200000000005,3.2306000000000017,33.120000000000005,1,2,1
CHEMBL67842,251.329,3.5336000000000016,22.12,0,2,2
CHEMBL99057,338.3940000000001,4.218300000000003,54.37,1,3,1
CHEMBL317581,380.7020000000001,6.406400000000003,14.16,0,2,6
CHEMBL108646,388.384,1.3410800000000003,127.13,1,8,6
CHEMBL108425,354.211,3.3821800000000017,57.74,0,5,4
CHEMBL108483,449.29,1.96448,127.13,1,8,6
CHEMBL322322,404.839,1.85538,127.13,1,8,6
CHEMBL430879,370.394,1.20198,127.13,1,8,6
CHEMBL325346,370.39400000000006,1.20198,127.13,1,8,6
CHEMBL132072,273.376,3.238000000000002,39.19,0,3,3
CHEMBL133724,287.403,3.799000000000003,39.19,0,3,3
CHEMBL336102,301.42999999999995,4.189100000000003,39.19,0,3,4
CHEMBL134442,341.495,4.798400000000004,39.19,0,3,3
CHEMBL135037,271.35999999999996,3.1361000000000017,39.19,0,3,3
CHEMBL134509,285.38699999999994,3.6971000000000025,39.19,0,3,3
CHEMBL337251,301.43000000000006,3.973100000000003,39.19,0,3,3
CHEMBL131984,273.376,3.238000000000002,39.19,0,3,3
CHEMBL132380,329.484,4.753300000000005,39.19,0,3,5
CHEMBL135070,301.43000000000006,3.973100000000003,39.19,0,3,3
CHEMBL444068,369.54900000000004,5.533500000000005,39.19,0,3,3
CHEMBL134169,299.41399999999993,3.8712000000000035,39.19,0,3,3
CHEMBL132066,287.403,3.799000000000003,39.19,0,3,3
CHEMBL135095,341.495,4.798400000000004,39.19,0,3,3
CHEMBL3084923,313.4409999999999,4.117200000000004,39.19,0,3,3
CHEMBL3084924,285.38700000000006,3.382100000000002,39.19,0,3,3
CHEMBL268918,382.58800000000014,6.450000000000007,34.14,0,2,6
CHEMBL8333,326.48,4.889600000000005,34.14,0,2,2
CHEMBL266532,368.56100000000004,6.059900000000007,34.14,0,2,5
CHEMBL266350,368.56100000000004,6.059900000000007,34.14,0,2,5
CHEMBL440832,354.53400000000005,5.669800000000006,34.14,0,2,4
CHEMBL8313,312.45300000000003,4.499500000000005,34.14,0,2,1
CHEMBL8417,340.507,5.279700000000005,34.14,0,2,3
CHEMBL8315,298.42600000000004,4.1094000000000035,34.14,0,2,0
CHEMBL8254,326.48,4.889600000000005,34.14,0,2,2
CHEMBL268209,382.58800000000014,6.450000000000007,34.14,0,2,6
CHEMBL267668,354.53400000000005,5.669800000000006,34.14,0,2,4
CHEMBL274878,298.42600000000004,4.1094000000000035,34.14,0,2,0
CHEMBL8498,312.45300000000003,4.499500000000005,34.14,0,2,1
CHEMBL8646,340.507,5.279700000000005,34.14,0,2,3
CHEMBL23484,223.275,2.6793000000000013,29.96,0,2,2
CHEMBL23485,225.291,2.744700000000001,33.120000000000005,1,2,2
CHEMBL23394,239.31799999999998,3.134800000000001,33.120000000000005,1,2,2
CHEMBL279940,239.318,3.134800000000001,33.120000000000005,1,2,2
CHEMBL23364,239.318,3.134800000000001,33.120000000000005,1,2,2
CHEMBL23148,253.34499999999997,3.437800000000002,22.12,0,2,3
CHEMBL24014,225.291,2.744700000000001,33.120000000000005,1,2,2
CHEMBL23646,239.31799999999998,3.0477000000000016,22.12,0,2,3
CHEMBL283782,253.301,2.687900000000001,39.19,0,3,3
CHEMBL285155,251.285,2.912600000000001,39.19,0,3,2
CHEMBL442262,251.285,2.912600000000001,39.19,0,3,2
CHEMBL23334,251.285,2.912600000000001,39.19,0,3,2
CHEMBL24233,223.319,3.4292000000000016,12.89,0,1,2
CHEMBL288093,251.285,2.912600000000001,39.19,0,3,2
CHEMBL24115,239.31799999999998,3.0477000000000016,22.12,0,2,3
CHEMBL26279,253.301,2.687900000000001,39.19,0,3,3
CHEMBL285973,221.259,2.904000000000001,29.96,0,2,1
CHEMBL432751,347.502,5.606800000000006,29.96,0,2,1
CHEMBL132563,312.41300000000007,3.2116000000000016,62.82,1,3,0
CHEMBL130546,402.5380000000003,4.733300000000004,51.96,0,4,2
CHEMBL133240,402.5380000000003,4.733300000000004,51.96,0,4,2
CHEMBL422610,428.5760000000003,5.398400000000005,51.96,0,4,3
CHEMBL131414,428.57600000000036,5.398400000000005,51.96,0,4,3
CHEMBL336383,447.53500000000037,4.641500000000004,95.1,0,6,3
CHEMBL129883,447.5350000000003,4.641500000000004,95.1,0,6,3
CHEMBL369603,292.338,2.0955000000000004,63.400000000000006,1,3,3
CHEMBL172263,244.29399999999998,1.3036999999999999,63.4,1,3,2
CHEMBL174407,244.29399999999998,1.3053,63.4,1,3,3
CHEMBL174308,258.32099999999997,1.5513,63.4,1,3,3
CHEMBL368732,216.23999999999998,0.5251,63.4,1,3,1
CHEMBL176539,240.26199999999997,0.5285000000000001,63.4,1,3,2
CHEMBL176452,242.278,1.0813,63.4,1,3,3
CHEMBL368631,272.348,1.9414,63.4,1,3,2
CHEMBL354401,230.267,0.9152000000000001,63.4,1,3,2
CHEMBL174909,258.32099999999997,1.6954,63.4,1,3,4
CHEMBL1078534,284.399,3.863400000000003,34.14,0,2,0
CHEMBL9298,223.279,2.680480000000001,41.61,0,3,1
CHEMBL23150,221.259,2.904000000000001,29.96,0,2,1
CHEMBL23365,253.34499999999997,3.437800000000002,22.12,0,2,3
CHEMBL23097,253.34499999999997,3.437800000000002,22.12,0,2,3
CHEMBL22485,239.27399999999997,2.3849,50.19,1,3,2
CHEMBL284934,237.25799999999998,2.6096000000000004,50.19,1,3,1
CHEMBL24593,209.292,3.0391000000000012,12.89,0,1,2
CHEMBL24279,239.27399999999997,2.3849,50.19,1,3,2
CHEMBL40432,366.9540000000002,5.344600000000005,34.14,0,3,2
CHEMBL442542,364.93800000000016,5.264700000000005,34.14,0,3,2
CHEMBL291279,362.53500000000014,4.752200000000005,43.370000000000005,0,4,3
CHEMBL41033,316.46600000000007,4.265000000000003,34.14,1,3,0
CHEMBL288242,318.4820000000001,4.3449000000000035,34.14,1,3,0
CHEMBL290309,346.4670000000001,4.035600000000003,52.6,0,4,3
CHEMBL41517,350.4990000000001,5.075300000000005,34.14,0,3,2
CHEMBL292899,227.31099999999995,2.7883000000000013,30.71,0,3,3
CHEMBL54803,223.27900000000002,2.6740000000000013,30.71,0,3,3
CHEMBL293122,225.29499999999996,2.6980000000000013,30.71,0,3,3
CHEMBL55083,214.26799999999997,2.8960000000000017,30.96,0,3,2
CHEMBL291700,232.35200000000003,3.4548000000000023,17.82,0,3,3
CHEMBL301106,241.33799999999997,3.1784000000000017,30.71,0,3,4
CHEMBL299066,195.22500000000002,2.4205000000000005,30.71,0,3,1
CHEMBL53290,239.322,3.0881000000000016,30.71,0,3,4
CHEMBL53644,226.323,3.3933000000000018,17.82,0,2,3
CHEMBL301608,199.25700000000003,2.2038,30.71,0,3,1
CHEMBL57513,230.33599999999998,3.3645000000000023,17.82,0,3,2
CHEMBL56059,214.26799999999997,2.8960000000000017,30.96,0,3,2
CHEMBL55144,216.28400000000002,2.9863000000000017,30.96,0,3,3
CHEMBL298720,209.252,2.4796000000000005,30.71,0,3,2
CHEMBL307160,321.292,3.0992000000000015,91.17,0,6,3
CHEMBL442373,301.30500000000006,3.062680000000001,71.82,0,5,2
CHEMBL78322,355.1910000000001,3.9535000000000027,48.03,0,4,2
CHEMBL421149,301.3050000000001,3.062680000000001,71.82,0,5,2
CHEMBL355905,331.422,2.3684700000000003,75.29,1,6,3
CHEMBL158635,332.35900000000004,3.7134000000000027,57.260000000000005,0,5,4
CHEMBL161530,305.13100000000003,2.800300000000001,48.03,0,4,2
CHEMBL350922,276.295,3.1910000000000007,48.03,0,4,2
CHEMBL351167,271.2320000000001,1.9459999999999997,91.17,0,6,3
CHEMBL161230,251.245,1.9094799999999998,71.82,0,5,2
CHEMBL159073,321.2920000000001,3.0992000000000015,91.17,0,6,3
CHEMBL163420,189.26200000000003,2.4543800000000005,41.61,0,3,3
CHEMBL349822,183.21400000000003,1.80308,41.61,0,3,2
CHEMBL162496,197.241,2.1114999999999995,41.61,0,3,2
CHEMBL468419,259.73999999999995,3.1022800000000013,41.61,0,3,1
CHEMBL460382,228.32000000000002,3.3405000000000022,17.82,0,3,3
CHEMBL1203757,248.75700000000006,3.539020000000002,17.82,0,2,1
CHEMBL1203760,306.79299999999995,3.4073000000000024,44.12,0,4,3
CHEMBL1203766,313.6259999999999,3.9931000000000023,17.82,0,2,1
CHEMBL2113524,368.4890000000002,5.370900000000004,34.14,0,3,2
CHEMBL2113619,357.5190000000002,4.671880000000004,57.93,0,4,2
CHEMBL9165,334.8060000000001,4.600200000000004,34.89,0,3,2
CHEMBL9179,297.357,4.493400000000003,29.96,0,2,2
CHEMBL288190,300.398,3.893200000000003,54.37,1,3,0
CHEMBL39248,332.50900000000007,4.778100000000004,34.14,0,3,1
CHEMBL39434,378.6030000000002,5.468800000000005,34.14,0,4,3
CHEMBL53068,211.26799999999997,2.3079,30.71,0,3,2
CHEMBL300109,213.28399999999996,2.3982,30.71,0,3,2
CHEMBL55558,230.33599999999998,3.3645000000000023,17.82,0,3,2
CHEMBL52509,199.25699999999995,2.2038,30.71,0,3,1
CHEMBL305483,272.34799999999996,2.1334,72.19,2,3,2
CHEMBL309113,272.388,3.697300000000003,34.14,0,2,0
CHEMBL70901,286.37499999999994,2.5235000000000003,72.19,2,3,2
CHEMBL330452,218.25599999999994,1.166,59.06,1,3,2
CHEMBL88412,302.41800000000006,3.5066000000000015,59.06,1,3,8
CHEMBL97542,240.25799999999998,3.098700000000002,46.53,1,3,1
CHEMBL95109,306.365,4.004900000000003,36.28,0,4,3
CHEMBL95919,292.338,3.701900000000002,47.28,1,4,2
CHEMBL317935,336.4350000000002,3.413800000000002,41.57000000000001,1,3,5
CHEMBL113647,271.36,3.3412000000000024,39.19,0,3,3
CHEMBL431843,299.41399999999993,4.076300000000003,39.19,0,3,3
CHEMBL113242,271.36,3.3412000000000024,39.19,0,3,3
CHEMBL114447,270.376,2.914200000000001,41.99,1,2,3
CHEMBL110524,285.38699999999994,3.902200000000003,39.19,0,3,3
CHEMBL109347,270.376,2.914200000000001,41.99,1,2,3
CHEMBL325461,285.38699999999994,3.902200000000003,39.19,0,3,3
CHEMBL112509,285.38699999999994,3.902200000000003,39.19,0,3,3
CHEMBL112292,285.38699999999994,3.902200000000003,39.19,0,3,3
CHEMBL112908,299.41399999999993,4.076300000000003,39.19,0,3,3
CHEMBL124118,232.28299999999996,1.412,59.06,1,3,2
CHEMBL333185,274.36400000000003,2.5823,59.06,1,3,5
CHEMBL124230,232.28299999999996,1.412,59.06,1,3,2
CHEMBL331522,330.47200000000004,4.142700000000002,59.06,1,3,9
CHEMBL123494,344.4990000000001,4.5328000000000035,59.06,1,3,10
CHEMBL338746,414.634,6.483300000000007,59.06,1,3,15
CHEMBL357775,204.22899999999998,0.7411,63.4,1,3,1
CHEMBL149238,204.22899999999998,0.573,72.19,2,3,1
CHEMBL148903,190.202,0.39889999999999964,72.19,2,3,1
CHEMBL151212,218.25599999999997,0.9630999999999998,72.19,2,3,2
CHEMBL151691,218.256,0.9152000000000001,63.4,1,3,1
CHEMBL157101,531.4399999999999,4.205800000000003,69.06,0,7,7
CHEMBL157925,227.223,1.4327999999999999,60.92,0,5,2
CHEMBL158984,226.235,2.0378,48.03,0,4,2
CHEMBL421829,355.19100000000003,3.953500000000002,48.03,0,4,2
CHEMBL348913,228.29500000000002,2.301100000000001,38.050000000000004,1,3,2
CHEMBL162834,237.30599999999998,3.0705800000000014,41.61,0,3,1
CHEMBL1096024,268.316,1.9947,64.35,2,4,3
CHEMBL1203762,245.71299999999997,2.71218,41.61,0,3,1
CHEMBL1394757,232.28299999999996,1.3532,72.19,2,3,2
CHEMBL2051951,232.28299999999996,1.3532,72.19,2,3,2
CHEMBL2111801,330.47200000000004,4.142700000000002,59.06,1,3,9
CHEMBL274826,286.415,4.087400000000003,34.14,0,2,0
CHEMBL24946,342.5230000000001,5.503700000000006,34.14,0,2,3
CHEMBL25695,328.4960000000001,5.113600000000005,34.14,0,2,2
CHEMBL24410,312.45300000000003,4.499500000000005,34.14,0,2,1
CHEMBL24897,376.54000000000025,5.556200000000006,34.14,0,2,2
CHEMBL24580,362.5130000000002,5.481100000000005,34.14,0,2,1
CHEMBL281871,362.5130000000002,5.481100000000005,34.14,0,2,1
CHEMBL25588,300.442,4.333400000000004,34.14,0,2,0
CHEMBL24021,314.46900000000005,4.723500000000005,34.14,0,2,1
CHEMBL25700,310.437,3.9467000000000034,34.14,0,2,0
CHEMBL25059,314.46900000000005,4.723500000000005,34.14,0,2,1
CHEMBL24037,342.5230000000001,5.503700000000006,34.14,0,2,3
CHEMBL282673,328.4960000000001,5.113600000000005,34.14,0,2,2
CHEMBL71612,270.37199999999996,3.473300000000002,34.14,0,2,0
CHEMBL302530,300.3980000000001,2.8358000000000008,54.37,1,3,1
CHEMBL71169,300.398,3.2664000000000017,51.21,0,3,1
CHEMBL71117,272.43199999999996,4.476200000000005,20.23,1,1,0
CHEMBL71152,270.41599999999994,4.684400000000004,17.07,0,1,0
CHEMBL71736,286.415,4.087400000000003,34.14,0,2,1
CHEMBL262723,284.399,3.863400000000003,34.14,0,2,0
CHEMBL302249,288.43100000000004,3.8792000000000026,37.3,1,2,0
CHEMBL302741,302.41400000000004,3.059800000000002,54.37,1,3,1
CHEMBL308829,290.44699999999995,3.6726000000000023,40.46,2,2,1
CHEMBL311400,286.41499999999996,3.655200000000003,37.3,1,2,0
CHEMBL71363,351.328,5.281800000000005,17.07,0,1,0
CHEMBL313485,288.391,3.1165000000000003,59.06,1,3,7
CHEMBL91363,316.44500000000005,3.896700000000002,59.06,1,3,9
CHEMBL89102,260.337,2.3362999999999996,59.06,1,3,5
CHEMBL314351,260.337,2.2884,50.27,0,3,4
CHEMBL88421,344.499,4.629000000000005,50.27,0,3,10
CHEMBL89046,204.22899999999998,0.7758999999999998,59.06,1,3,1
CHEMBL312960,288.391,3.0686000000000018,50.27,0,3,6
CHEMBL441404,274.36400000000003,2.7264,59.06,1,3,6
CHEMBL314991,232.28299999999993,1.5082,50.27,0,3,2
CHEMBL314125,316.445,3.8488000000000033,50.27,0,3,8
CHEMBL321729,233.31099999999998,2.7460000000000013,39.19,0,3,3
CHEMBL103040,229.27899999999994,2.4811000000000005,39.19,0,3,3
CHEMBL102536,273.37600000000003,3.382100000000002,39.19,0,3,3
CHEMBL323546,213.236,2.2297000000000002,39.19,0,3,3
CHEMBL104047,271.35999999999996,3.1361000000000017,39.19,0,3,3
CHEMBL102981,233.311,3.0610000000000017,39.19,0,3,3
CHEMBL104126,221.29999999999998,2.6019000000000005,39.19,0,3,5
CHEMBL102884,275.39200000000005,3.7722000000000033,39.19,0,3,3
CHEMBL103685,247.33799999999997,3.235100000000002,39.19,0,3,3
CHEMBL102409,219.2839999999999,2.500000000000001,39.19,0,3,3
CHEMBL105298,275.392,3.6281000000000025,39.19,0,3,4
CHEMBL104566,219.284,2.3559,39.19,0,3,3
CHEMBL105044,233.31099999999992,2.8901000000000012,39.19,0,3,3
CHEMBL336387,394.5800000000003,6.207400000000006,34.14,0,3,2
CHEMBL334391,378.5120000000003,5.494100000000005,43.370000000000005,0,3,2
CHEMBL24387,328.4960000000001,4.969500000000005,34.14,0,2,1
CHEMBL25473,328.4960000000001,4.969500000000005,34.14,0,2,1
CHEMBL25523,376.54000000000025,5.556200000000006,34.14,0,2,2
CHEMBL284238,300.442,4.333400000000004,34.14,0,2,0
CHEMBL25735,274.364,2.5235000000000003,72.19,2,3,5
CHEMBL29863,260.33699999999993,2.1334,72.19,2,3,4
CHEMBL29864,246.30999999999997,1.7432999999999998,72.19,2,3,3
CHEMBL287647,274.364,2.3794000000000004,72.19,2,3,4
CHEMBL29338,302.418,3.303700000000001,72.19,2,3,7
CHEMBL29339,288.39099999999996,2.9136000000000006,72.19,2,3,6
